,Title,Company,Location,TypeContrat,Salary,Description,Date,Link
193,"DATA SCIENTIST ""DEVOPS"" H/F",BNP Paribas,Mérignac (33),"Temps plein, CDI",notfound,"DATA SCIENTIST ""DEVOPS"" H/F (NUMÉRO DE L'EMPLOI : !I_RISK_PF_0252)

Data Scientist Senior H/F

Concrètement votre quotidien ?

Votre rôle principal sera de participer à l’évolution du Centre de scoring de BNP Paribas Personal Finance vers de nouveaux standards en matière de construction de scores risque.
Pour cela, vous conduirez des expérimentations sur des cas d’usages concrets permettant aux entités de BNP Paribas Personal Finance d’améliorer leur gestion du risque ou leur dispositif de détection de la fraude grâce à de nouvelles méthodes et/ou de nouvelles sources de données.
Vos connaissances avancées en DevOps vous permettront d’accompagner à la mise en place des bonnes pratiques de code pour l’industrialisation, allant des tests jusqu’à l’automatisation du déploiement. Fort de votre spécialisation en Machine learning, vous serez amené à concevoir et développer les outils de réentrainement et de monitoring des modèles de score dans un environnement principalement Python. Vous serez le lien privilégié pour collaborer avec les équipes techniques de production.
Vous participerez ainsi à la transformation digitale BNP Paribas Personal Finance, au sein d’une équipe de data scientists passionnés !

L'environnement de travail, c'est important !

Vous intégrerez le Centre de Scoring qui fait partie de la Direction des Risques en Central et dont les membres sont basés à Mérignac et Levallois-Perret.
La raison d'être de cette équipe est de garantir la pertinence des modèles de rating risque utilisés au sein des entités de BNP Paribas Personal Finance, et de maintenir un haut niveau d’expertise en intégrant les nouvelles techniques de modélisation.
Au sein de cette équipe multi culturelle comptant environ 25 collaborateurs, vous rejoindrez plus précisément l’équipe Data Science créée en 2016 et qui compte 5 collaborateurs.
Ce poste est basé dans nos locaux de Mérignac près de l’aéroport de Bordeaux-Mérignac et accessibles grâce à ligne de bus 1 et « bientôt » grâce au tramway.

BNP Paribas Personal Finance est la filiale du Groupe BNP Paribas, N°1 sur le financement des particuliers en France et en Europe et comprend 20.000 collaborateurs.

Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://www.bnpparibas-pf.com/fr

Et la rémunération ?


C'est un sujet important, qui sera bien sûr abordé. Nous saurons valoriser votre expérience et votre parcours.

Et après?


Ce poste vous permettra d’élargir votre réseau grâce aux nombreux interlocuteurs avec lesquels vous serez en contact, à la fois au niveau des fonctions centrales et des filiales. La diversité et la complexité des projets sur lesquels vous travaillerez vous permettront d’acquérir une bonne connaissance du Groupe BNP Paribas. Vous aurez la possibilité d'évoluer au sein de l’équipe en prenant en charge des stagiaires ou des projets transverses, ou alors vers des équipes similaires au sein d’autres directions ou de prendre des responsabilités managériales.



Etes-vous notre futur Data Scientist Senior ?
Vous avez une formation statistiques/informatique et une expérience d’au moins 3 ans dans le domaine du Machine Learning et du DevOps.
Vous aimez partager et transmettre vos connaissances et vous êtes reconnu pour votre capacité à communiquer à l’oral comme à l’écrit ?
La rigueur fait partie de vos qualités ?
Vous parlez anglais ?


Enfin, nous attachons une importance particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité éthique et professionnelle.

A tout moment pendant le processus de recrutement, les informations figurant sur votre CV et vos données d’identification pourront être vérifiées par un prestataire externe mandaté par BNP Paribas.",il y a 30+ jours ,/rc/clk?jk=2072e25b879916ea&fccid=1392500f835bba92&vjs=3
194,Data Analyst (H/F),Invivoo Bordeaux,Bordeaux (33),CDI,notfound,"Contexte

 Amélioration continue des produits par des expérimentations et des résultats mesurés. Leur philosophie : Test and learn, and test, and learn…
Collecte et consolidation des données issues du marché
Pertinence des algorithmes d’extraction d’information et de recommandation ;
Enrichissement et exploitation des données des produits ;
Conception et développement d’études spécifiques pour répondre aux demandes des différents pôles (Marketing, R&D, Business, etc…).

 Missions

 Participer aux réflexions et au développement de nouvelles fonctionnalités du site
Concevoir et déployer des modèles prédictifs pour piloter les activités marketing et business.
Optimiser la rentabilité de canaux comme les campagnes d’emailing ou les affiliations.
Mise à disposition de dashboards (Rshiny ou autre) pour le suivi de Kpis.
Design et pilotage de campagnes d’AB Test.
Maintenir, améliorer et concevoir des algorithmes d’extraction d’information provenant de données textuelles.
Vous mettrez en place des protocoles expérimentaux pour démontrer les performances des algorithmes testés.
Vous serez amené à travailler sur des sujets R&D de fond et irez jusqu’à leur déploiement en production en interaction avec nos équipes de développeurs.
Vous assurerez une veille permanente sur de nouvelles méthodologies, librairies, algorithmes et technologies permettant de faire évoluer nos solutions.

 Environnement technique

 Datamining, statistiques exploratoires, modélisation et prédiction ;
Echantillonnage, tests statistiques, et séries temporelles ;
Un goût prononcé pour la visualisation de données ;
Maîtrise d’un langage de manipulation de données (R ou Python) ;
Base de données (MongoDB, Elastic Search, SQL).


 Profil

Diplômé(e) d’une école d’ingénieur ou Master 2 en Mathématiques, informatiques et/ou statistiques, vous possédez une maîtrise des langages scripts (R ou python).
Une expérience minimum d’un an sur des problématiques similaires est un plus.
Vous êtes capable d’exploiter la data afin de générer des modèles/prototypes à valeur ajoutée.
Vous êtes en veille active sur les méthodologies, librairies et technologies de manipulation de données et vous avez une parfaite compréhension des concepts mathématiques sous-jacents.
Requêter un index Elastic Search ou une base de données NoSQL ne vous fait pas peur.",il y a 30+ jours ,/rc/clk?jk=0c63352ddc62b4a1&fccid=57afcd20ef197157&vjs=3
195,Data Analyst (H/F),Betclic Group,33000 Bordeaux,notfound,notfound,"LE POSTE

En tant qu'entreprise digitale, le groupe Betclic collecte une quantité énorme de données et cherche à renforcer son équipe Data pour accélérer l'utilisation de ces données et offrir la meilleure expérience à ses utilisateurs. Dans ce contexte, nous recherchons un Data Analyst hyper motivé, proactif, doté d’une envie constante d’apprendre et d'une grande curiosité.

L'EQUIPE

L'équipe Data est composée d'environ 30 personnes de profils et d'horizon très différents et couvrant l'intégralité du spectre des métiers de la Data. En constante expansion, elle s'articule aujourd'hui selon les 3 grands pôles suivants :

Data Engineering
Data Analytics
Data Science / Data Ops


LES MISSIONS
Vous rejoindrez l'équipe Business Analytics, composée de 5 Data Analysts constituant l'interface privilégiée entre la Data et les différentes équipes métier de l'entreprise.

A ce titre, vous aurez une très forte proximité avec les équipes Business, Marketing & Produit.

Dans ce contexte, vous devrez :

Explorer et transformer les données (Data Preparation) afin de les rendre compréhensibles et exploitables
Mettre en forme ces données par le biais d'outils de Data Visualisation
Accompagner les équipes métiers dans :
Le recueil des besoins en termes de monitoring et de compréhension de l'activité
La proposition de nouveaux KPIs / recommandations pour étayer les prises de décisions
Identifier des sujets à forte valeur ajoutée et prendre l'initiative de mener des analyses exploratoires afin de trouver des réponses analytiques à ces problématiques Business ou Produit

VOTRE PROFIL
Titulaire d'un Bac+5 en économétrie, statistiques, informatique ou mathématiques, vous avez une première expérience significative dans l'analyse de données.

Vous maîtrisez SQL et êtes familier avec l’exploration des bases de données


Vous disposez d'une solide expérience en data preparation.


Vous avez une bonne connaissance des outils de visualisation de données (Tableau est un plus) et avez des notions en Python.

Vous possédez un très bon relationnel.

Enfin, vous possédez un bon niveau d'anglais (échanges quotidien en anglais)

Tous nos postes sont ouverts aux personnes en situation de handicap.",il y a 30+ jours ,/rc/clk?jk=dcab3b646acd92f8&fccid=aab778fcb52c2068&vjs=3
196,Consultant Data (h/f),ippon,Bordeaux (33),notfound,notfound,"Contexte du poste :
La donnée vous inspire ? Le Big Data est plus qu’un buzzword pour vous ? Si oui, les portes d’Ippon sont grandes ouvertes pour vous accueillir sur le tatami de l’innovation technique et des projets à haute valeur ajoutée.
. . .
Profil :
Vous savez concevoir, mettre en place et optimiser une architecture adaptée aux volumes et aux enjeux. Vous savez mettre en production un projet de Data Science. Vous êtes à l’aise pour échanger avec les différents profils Data (Architectes, Data Scientists, …). Vous êtes curieux et conservez un regard attentif mais mesuré sur les nouvelles technologies et savez détecter celles porteuses de potentiel.
. . .
Si vous rejoignez IPPON :
Votre bonne élocution vous permet de communiquer aussi bien avec les profils Techniques que les interlocuteurs Métier,
Vous développerez principalement des jobs d’intégration de données, de transformation (nettoyage, enrichissement) et les stocker au bon format dans un espace commun #datalake.
Vous pouvez être amené à travailler avec le data scientist de 2 manières :
En réalisant les pipelines qui alimenteront le datalake avec les données attendues par le data scientist
En industrialisant (gestion d’erreurs, gestion de logs, voire même réécriture) le code du data scientist
Vous êtes curieux et aimez partager votre veille technique avec la communauté worldwide #Data
. . .
Votre plus :
Compétences sur la supervision et connaissance des indicateurs clés des plateformes,
Bonne connaissance d’un ou plusieurs outils et langages de développement adaptés au traitement de la donnée : Spark, Hadoop, Hive, Kafka, ElasticSearch, Cassandra, Scala, Python,
Bases en mathématiques et statistiques pour communiquer avec Data Scientists,
Connaisannces d’ Amazon Cloud ou Google Cloud PLatform.",il y a 30+ jours ,/rc/clk?jk=007dc7dadd7b2ce5&fccid=9fa6b159d9332986&vjs=3
197,Team Manager Data & AI (H/F),AZEO,Bordeaux (33),"Temps plein, CDI",notfound,"Bordeaux étant une agence en pleine croissance, vous pilotez et êtes en charge du développement de la practice Data & AI.Accompagné dans votre mission, vous aurez deux rôles à jouer : monter et suivre une équipe de 5 personnes autour des solutions Data & AI, tout en mettant à profit votre expertise lors de missions auprès de nos clients.Une communauté comptant une trentaine d’azeotees expertes dans les solutions Data & AI (MVP, Project Manager, Data Engineer, Data Analyst…), est là pour vous soutenir au sein des autres agences du groupe.Principales missions : Définir, en backup de notre Practice Manager, la stratégie et piloter les offres Data & AI (avant-vente, veille, développement des partenariats…)Piloter, animer et développer votre équipe (participation au recrutement, staffing, suivi de carrière, formation, assurer une dynamique d’équipe et un esprit communautaire, …)Intervenir chez nos clients pour les accompagner dans leur transformation aussi bien pendant les phases de conseil et celles de mise en œuvreODS, Datawarehouse, Datamart, vous savez modéliser et êtes en mesure d’intervenir sur chacun de ces principes.CompétencesVous maîtrisez :Power BI, et autres outils d’analyse de données (SSRS, Tableau, etc.)Microsoft SQL Server et/ou Azure SQL Database / Azure SQL Data Warehouse. Ou encore Postgre, MariaDB, etcAAS (Azure Analysis Services)ETL : SSIS, Talend,…Les briques Data dans Azure : Azure Data Factory, Azure Databricks, HD Insight, Azure Data LakeManipulation de données (crunching, cleasing), langage de programmation (SQL, Dax, M, Python, R…), Machine Learning / Deep learningOutre vos connaissances du cloud Azure, un intérêt pour AWS, GCP, OVH ou un autre opérateur cloud sera apprécié.ProfilPassionné par l’innovation et les technologies liées aux domaines de la Data & AI, vous êtes en capacité de communiquer avec des interlocuteurs multiples dans des contextes technologiques complexes et clients variés.Vous possédez au minimum 5 ans d’expérience sur les technologies Data & AI de Microsoft. De plus, vos compétences ainsi que votre intérêt ne s’arrête pas seulement à l’environnement de Microsoft.Vous bénéficiez également, d’une première expérience dans le management d’équipe.Enfin, vous faites preuve :D’un fort esprit de conquêteDe synthèseD’autonomie et sens de l’initiativeD’un excellent relationnelD’excellentes qualités rédactionnelles et de communicationD’une capacité d’écoute et de travail en équipeType d'emploi : Temps plein, CDIAvantages :Horaires FlexiblesParticipation au TransportRTTTitre-restaurantExpérience:team manager data & ai (h/f) – bdx ou similaire: 5 ans (Requis)Télétravail:Oui",il y a 6 jours ,/company/AZEO/jobs/Team-Manager-Data-Ai-4ddfd97b5c902c26?fccid=568281a20c75f9b3&vjs=3
198,Software Development Engineer (Data Services Engineer),Sophia Genetics,Bordeaux (33),notfound,notfound,"In our journey to impact on patients lives, we are recruiting two Data Services Engineers in our IT team, designated to develop solutions to handle increasing amounts of genomics data.
Mission
As a Data Services Engineer you will work both with application development teams and database engineering teams in developing, deploying, and operating data (micro)services. In this role you will:
Design, implement and administer production ready data services
Evaluate new technologies and implement POCs
Implement observability, monitor stability and performance
Perform load testing for reliability and performance
Perform root cause analysis for incidents in production and help teams with troubleshooting
Work with the operations team to ensure data integrity and security in production
Your Profile
Minimum qualifications
A bachelors degree in Computer Science or Engineering or equivalent professional experience
A minimum of 5 years experience in the software engineering field
Demonstrated experience with API and microservice design
Good knowledge of SQL, preferably in MySQL and/or PostgreSQL flavors
Excellent knowledge of Java
Experience with large data sets, and related challenges
Preferred qualifications
Experience with a microservice-oriented framework (e.g. Micronaut)
Experience with efficient memory mapping (C++, Rust, other)
Experience with service mesh frameworks
Experience with Kafka, Redis, Cassandra
Good programming and scripting knowledge (Python, R, JS)
Good knowledge of software development best practices, Agile, CI / CD
Proven experience in SaaS environment
Experience with cloud provider APIs and services (Azure, AWS, Google Cloud Services)
Working experience with orchestration (Kubernetes)
Experience with infrastructure as code (Terraform, CloudFormation)
We offer
A flexible, friendly and international working environment with a collaborative atmosphere
An exciting company mission that brings together science and technology to directly impact the lives of patients with life threatening illness.
A fast-growing company with plenty of opportunity for personal growth and development
A hard technical challenge to solve with exciting modern technology - cloud computing, Big Data, DevOps, machine learning
Starting date: ASAP (or to be decided)
Contract type : CDI full-time
Application process
If you think you fit this position, please send a CV and a cover letter. Please note that incomplete applications will not be considered.
After an initial screening process, candidates will be invited for remote interviews. Selected candidates will then be invited for personal interviews.
Apply",il y a 30+ jours ,/rc/clk?jk=6dd33a3a36051241&fccid=b1267f6acd43a451&vjs=3
199,Cloud Data Platform Engineer,OnCrawl,Mérignac (33),"CDD, CDI",notfound,"About
OnCrawl is a technical SEO platform that helps you make smarter SEO decisions. OnCrawl combines your content, log files and search data at scale so that you can open Google’s blackbox and build an SEO strategy with confidence. Backed by an SEO crawler, a log analyzer and third-party integrations, OnCrawl currently works with over 1000 clients in 66 countries such as Forbes, Lastminute.com, Vistaprint, Canon or L’Oréal. OnCrawl produces actionable dashboards and reports to support your entire search engine optimization process and helps you improve your rankings, traffic and online revenues.
OnCrawl was named in 2019 Best SEO Tool at the US, European and MENA Search Awards, a ceremony celebrating the expertise, talent and achievements of the search industry for over half a decade and which is regarded as the premiere celebration of SEO, PPC and content marketing in the industry.
DISCOVER ONCRAWL
Job description
OnCrawl runs a cloud infrastructure on Google Cloud Platform built on a suite of micro services running in Kubernetes. This approach gives OnCrawl a lot of benefits in automation, maintenance and provisioning. The mission of the infrastructure team is to build and operate the core infrastructure of OnCrawl, ensure high availability and performance, handle very high load peeks and sustain the high growth rate of OnCrawl.
Your mission:
Design, deploy and monitor a highly available wold-wide big data infrastructure
Handle load peeks with auto-scaling
Write the foundation libraries on which other teams will build their work
Control the costs of the platform with scale down policies, retentions policies and archiving policies
Preferred experience
Understanding of Linux systems, network performances, and cloud environments
Python, shell scripting
Amazon Web Services or Google Compute Engine
Docker, Kubernetes
Salt-cloud or equivalent
Git
Meet the OnCrawl team",il y a 30+ jours ,/rc/clk?jk=f0f41aedd3da2e93&fccid=c2c09d1b94bcce02&vjs=3
200,Site Reliability Engineer - Cloud Data Services H/F,OVH,Bordeaux (33),notfound,notfound,"Ref
SREcldataser
CDI
Bordeaux
Brest
Lyon
Nantes
Paris
Roubaix
Toulouse
France
OVHcloud offers a wide range of Cloud services to companies, organization or individuals.
Whether you're looking for Private Cloud, Public Cloud or even Hybrid Cloud solutions, our services are always being improved with the very latest technologies and innovations.

Our organization brings together people with a wide variety of backgrounds, experiences and perspectives.

We encourage them to collaborate, think big and take risks in a blame-free environment.
We promote self-direction to work on meaningful projects, while we also strive to create an environment that provides the support and mentoring needed to learn and grow.

Site Reliability Engineer (SRE) in IO team.

By joining the IO team, you will work on scalable cloud data services to transport and manage data. To fulfill our mission and to be part of the team, you will work on load balancing, streaming and storage systems.
As Site Reliability Engineer, you're in charge of the operational conditions of the platform which means designing and implementing the infrastructure in regard to the security, availability, performance, SLA and capacity expectations


On a daily basis this is what the job looks like:
Be part of a product team, that carefully build it with passion
Ensure the observability of the platform and build actionable monitoring
Troubleshoot complex issues and coordinate cross-team efforts to mitigate them
Suggest and help implement best practices
Ensure the continuity of the service with on-call responsibilities
Work with the teams to continuously improve performance and quality
Follow-up issues or incidents to prevent futures ones
Be curious, benevolent and share with the team
Your Skills ?

What you absolutely need:
Team player
Desire to dive in and understand/fix complex problems with large environments
Open minded
Customer centric
Being a quick learner
Curiosity
Not afraid of changes
Some technologies we are familiar with:
Unix internals and related
CI/CD/CA tools, platforms and associated processes (we use CDS)
Data pipelines/Messaging/Pub-Sub System (Kafka, Pulsar)
Monitoring tools, platforms, and associated processes
Observability stacks: Warp10, Prometheus

Your background ?

This job is for you if you already played with:
Network skills
At least one of Go, Rust or Java
Appreciated scripting skills in Python or Perl
Notions in Distributed systems operations is a plus
HAProxy experience is a plus for the Load Balancing stack
Appreciated knowledge in major distributed systems
Experience with at least one distributed system like HDFS, HBase, FoundationDB, TiKV, or similar
Moreover, if you have already been involved in a SRE team or worked as a DevOps, we need you !
Even if you don't, your motivation and aptitudes are your best arguments.",il y a 30+ jours ,/rc/clk?jk=cb0ccd6b5a5b1d2a&fccid=a80820852465d7d0&vjs=3
201,Stage Artifical intelligence / machine learning for image processing,Solvay,Pessac (33),"Temps plein, CDI",notfound,"General Information
Location:

City: Pessac
Country: France
Region: Europe
Job Category: Research & Innovation
Job Type: Internship
Type of Contract: Permanent
Working time: Full-time
Work schedule: Day shift
Solvay is a science company whose technologies bring benefits to many aspects of daily life. With more than 24,100 employees in 64 countries, Solvay bonds people, ideas and elements to reinvent progress. The Group seeks to create sustainable shared value for all, notably through its Solvay One Planet plan crafted around three pillars: protecting the climate, preserving resources and fostering better life. The Group’s innovative solutions contribute to safer, cleaner, and more sustainable products found in homes, food and consumer goods, planes, cars, batteries, smart devices, health care applications, water and air purification systems. Founded in 1863, Solvay today ranks among the world’s top three companies for the vast majority of its activities and delivered net sales of €10.2 billion in 2019. Solvay is listed on Euronext Brussels (SOLB) and Paris and in the United States, where its shares (SOLVY) are traded through a Level I ADR program.

The Research & Innovation function (R&I) leads Solvay into new growth territories with breakthrough innovation to generate new products, applications and processes in the field of sustainable chemistry. Partners with the GBUs to deliver more value and leverages the Group’s capabilities to improve competitiveness and create new business opportunities for Solvay and its customers.
Job Overview and Responsibilities
The Solvay Laboratoire du Futur (LOF) at Pessac near Bordeaux is dedicated to speeding up the research at Solvay which is a big chemistry group. One method to achieve this is high throughput (HT) screening using automated workflows either with commercial robots or developed in house coupled with automated data analysis. In this context we have been using classical image acquisition and processing for fully automated quantitative data analysis for many different applications for more than 15 years now. One important step in image analysis is segmentation where each pixel of an image is classified as either background or belonging to a certain class. Proper segmentation is crucial for further image processing and with classical methods if often only achieved using an optimized set of preprocessing parameters that work well for a certain scenario, but may be less adapted or fail altogether for (often only) slightly different scenarios.
Our aim is now to make the step from classical to AI supported image processing using our large number of properly segmented images as a training sets for machine learning. For each new application we can also quickly create new training sets.
We are hence looking for a candidate with experience in machine learning in general who wants to apply AI methods to improve image processing in a range of very different application fields.

Education and Experience
The candidate will become part of a small but dedicated team of engineers and developers whose mission is to provide customized automation and analysis solutions for in house projects as well as projects for other business units of the Solvay group. Apart from a solid technical and scientific background, we are looking for curious and creative candidates with a strong motivation for interdisciplinary research in a multicultural environment.
Skills
This internship is an opportunity to discover an industrial project in an applied research environment.

Internship duration and level: 5 month, master level

Start and end of internship: can be negotiated

Required skills: programming experience with AI in Matlab and/or python, experience in image processing is a plus but not obligatory
Additional Information",il y a 30+ jours ,/rc/clk?jk=0d33a23759bbbe2f&fccid=2aa521071b572e0a&vjs=3
202,Data Engineer – Startup avancée marché Data (H/F),Altaide,Bordeaux (33),CDI,notfound,"Data Engineer – Startup avancée marché Data (H/F)

Startup avancée (20 personnes, plusieurs millions d’€ levés, des centaines de clients actifs…), basée à Paris, Bordeaux et au Canada, nous sommes experts de l’automatisation de l’accès à la data pour les décideurs en marketing digital et ecommerce. Fondée par un serial entrepreneur et un expert de la data, tous deux également passionnés de search et sémantique, notre équipe a pour objectif de construire un produit actionnable et fun pour aider nos utilisateurs à obtenir et comprendre facilement la data dont ils ont besoin et à améliorer leur performance de leurs sites. Par ailleurs, nous nous définissons comme une bande de geeks enthousiastes et innovants et nous faisons tout notre possible pour organiser notre projet autour de cet esprit. Notre réussite business et les résultats obtenus nous permettent d’accélérer notre croissance et donc de renforcer notre équipe. Nous recrutons ainsi un(e) Data Engineer !

Une mission passionnante :

Notre solution s’appuie sur les données pour aider nos clients à prendre des décisions prévisibles en termes de campagnes de référencement. Nous traitons ainsi une très grosse volumétrie.

En tant que Data Engineer, vous rejoignez notre gang de data nerds pour nous aider à fournir à nos clients des outils d’analyse perspicaces et fiables. Nos applications sont conçues pour évoluer à l’échelle du milliard de pages Web et des quantités massives de données sont traitées quotidiennement pour calculer des métriques de très haut niveau telles que l’identification de pages presque dupliquées, des mesures de taux de similarité, des diagrammes de flux de popularité internes (« InRank juice flow diagram ») et bien d’autres.

 Au quotidien vos principales missions en tant que Data Engineer seront de :

Ecrire des algorithmes avancés capable d’analyser des centaines de million de pages web et des milliards d’évènements journalisés.
Travailler sur des données structurées et non structurées
S’approprier Spark, Elasticsearch et le data warehouse system pour obtenir stabilité et scalabilité
Créer de nouvelles façons d’explorer et de visualiser les rapports en temps réel

Environnement technologique:

Java
Spark, Hadoop MR, Apache Hbase, Google BigQuery et BigTable
Elasticsearch, MongoDB
Python
Git, CI
Kubernetes et DataProc


Profil :
De formation école d’ingénieur, vous disposez de minimum deux ans d’expérience.
Vous savez développer en Java, et maîtrisez soit Spark, Hadoop MR ou Apache Hive.
Vous avez une expérience dans l’écriture de jobs scalables d’analyse de données ou bien vous souhaitez monter en compétences dessus
Idéalement, vous savez utiliser Elasticsearch et MongoDB
Un plus serait également de connaître Python, Git et l’intégration continue.
Reconnu(e) pour votre excellence technique, vous êtes toujours en veille sur les nouveautés tant en termes de technologies que de solutions existantes permettant d’améliorer l’expérience.
Votre capacité de travail et votre implication, vous permettront de vous intégrer rapidement au sein d’une équipe de passionnés.
Pourquoi rejoindre notre équipe ?
Un projet innovant avec des résultats concrets validés par des centaines de clients (dont les plus grands comptes de l’ecommerce français)
L’opportunité de travailler au sein d’une top équipe intégrant des experts reconnus en développement, data, machine learning…
Une gamme de bénéfices et d’à-côtés variés afin d’aider nos employés à trouver un équilibre entre le temps de travail et le temps personnel.
Notre ambition est de construire un environnement de travail productif et agréable avec par exemple : 100 € d’allocation pour l’achat de livres, horaires de travail flexibles, café à volonté, déjeuners d’équipe et afterworks réguliers, une superbe terrasse de 100m2 pour bosser ou se détendre au soleil…
Un environnement où l’initiative est favorisée avec du temps accordé pour découvrir des nouvelles technos et approches
Des packages salaires compétitifs
Des bureaux dans Bordeaux aux pieds d’une station de Tram


Retrouvez toutes nos offres d’emploi de Data Scientist / BI / IA !",il y a 30+ jours ,/rc/clk?jk=c7c5c998605199d1&fccid=9e2a49e69460b045&vjs=3
203,Senior Software Development Engineer (Cloud Database Architect),Sophia Genetics,Bordeaux (33),notfound,notfound,"In our journey to impact on patients lives, we are recruiting a Cloud Database Architect in our Research & Development team, designated to develop solutions to handle increasing amounts of genomics data.
Mission
As a CDA you will work both with application development teams and operations teams in developing, deploying, and operating a large scale SaaS application. In this role you will:
Design, implement and administer large database systems using cloud infrastructure
Provide technical leadership for development teams
Provide expertise in data architecture and technology choices
Support development teams to align their architecture with the overall data architecture
Design and implement strategies for large scale database deployment and testing
Collaborate with other teams to establish overall database architecture for our production systems
Monitor and optimize database performance, reliability and costs in production
Analyze data using tools or programming languages in various logs, traffic traces, and complex configuration
Perform root cause analysis for incidents in production and help teams with troubleshooting
Work with operations team to ensure data integrity and security in production
Your Profile
Minimum qualifications
A bachelors degree in Computer Science or Engineering or equivalent professional experience
A minimum of 7 years experience in software engineering field
Experience in designing databases for large scale cloud based SaaS or IoT, big data applications
Experience with cloud database technologies such as Amazon RDS, DynamoDB, Redshift, Google Cloud SQL, BigQuery, Redis, Cassandra, MongoDB etc.
Demonstrated experience with API and microservice design
Excellent knowledge of SQL, in MySQL and PostgreSQL flavors
Good knowledge of UML
Programming experience in Java
Preferred qualifications
Excellent programming and scripting knowledge (Python, R, JS...)
In-depth knowledge of software development best practices, Agile, CI/CD
Good experience in supporting production systems
Working experience with Docker and Kubernetes (or any orchestrator)
Infrastructure as code experience using CloudFormation, Terraform etc.
We offer
A flexible, friendly and international working environment with a collaborative atmosphere
An exciting company mission that brings together science and technology to directly impact the lives of patients with life threatening illness.
A fast-growing company with plenty of opportunity for personal growth and development
A hard technical challenge to solve with exciting modern technology - cloud computing, Big Data, DevOps, machine learning
Start : ASAP (or to be decided)
Contract type : CDI full-time
Application process
If you think you fit this position, please send a CV and a cover letter. Please note that incomplete applications will not be considered.
After an initial screening process, candidates will be invited for remote interviews. Selected candidates will then be invited for personal interviews.",il y a 30+ jours ,/rc/clk?jk=cad4b97185b85240&fccid=b1267f6acd43a451&vjs=3
