,Title,Company,Location,TypeContrat,Salary,Description,Date,Link
295,"DATA SCIENTIST ""DEVOPS"" H/F",BNP Paribas Personal Finance,Mérignac (33),CDI,notfound,"DATA SCIENTIST ""DEVOPS"" H/F (NUMÉRO DE L'EMPLOI : !I_RISK_PF_0252)

Data Scientist Senior H/F

Concrètement votre quotidien ?

Votre rôle principal sera de participer à l’évolution du Centre de scoring de BNP Paribas Personal Finance vers de nouveaux standards en matière de construction de scores risque.
Pour cela, vous conduirez des expérimentations sur des cas d’usages concrets permettant aux entités de BNP Paribas Personal Finance d’améliorer leur gestion du risque ou leur dispositif de détection de la fraude grâce à de nouvelles méthodes et/ou de nouvelles sources de données.
Vos connaissances avancées en DevOps vous permettront d’accompagner à la mise en place des bonnes pratiques de code pour l’industrialisation, allant des tests jusqu’à l’automatisation du déploiement. Fort de votre spécialisation en Machine learning, vous serez amené à concevoir et développer les outils de réentrainement et de monitoring des modèles de score dans un environnement principalement Python. Vous serez le lien privilégié pour collaborer avec les équipes techniques de production.
Vous participerez ainsi à la transformation digitale BNP Paribas Personal Finance, au sein d’une équipe de data scientists passionnés !

L'environnement de travail, c'est important !

Vous intégrerez le Centre de Scoring qui fait partie de la Direction des Risques en Central et dont les membres sont basés à Mérignac et Levallois-Perret.
La raison d'être de cette équipe est de garantir la pertinence des modèles de rating risque utilisés au sein des entités de BNP Paribas Personal Finance, et de maintenir un haut niveau d’expertise en intégrant les nouvelles techniques de modélisation.
Au sein de cette équipe multi culturelle comptant environ 25 collaborateurs, vous rejoindrez plus précisément l’équipe Data Science créée en 2016 et qui compte 5 collaborateurs.
Ce poste est basé dans nos locaux de Mérignac près de l’aéroport de Bordeaux-Mérignac et accessibles grâce à ligne de bus 1 et « bientôt » grâce au tramway.

BNP Paribas Personal Finance est la filiale du Groupe BNP Paribas, N°1 sur le financement des particuliers en France et en Europe et comprend 20.000 collaborateurs.

Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://www.bnpparibas-pf.com/fr

Et la rémunération ?


C'est un sujet important, qui sera bien sûr abordé. Nous saurons valoriser votre expérience et votre parcours.

Et après?


Ce poste vous permettra d’élargir votre réseau grâce aux nombreux interlocuteurs avec lesquels vous serez en contact, à la fois au niveau des fonctions centrales et des filiales. La diversité et la complexité des projets sur lesquels vous travaillerez vous permettront d’acquérir une bonne connaissance du Groupe BNP Paribas. Vous aurez la possibilité d'évoluer au sein de l’équipe en prenant en charge des stagiaires ou des projets transverses, ou alors vers des équipes similaires au sein d’autres directions ou de prendre des responsabilités managériales.



Etes-vous notre futur Data Scientist Senior ?
Vous avez une formation statistiques/informatique et une expérience d’au moins 3 ans dans le domaine du Machine Learning et du DevOps.
Vous aimez partager et transmettre vos connaissances et vous êtes reconnu pour votre capacité à communiquer à l’oral comme à l’écrit ?
La rigueur fait partie de vos qualités ?
Vous parlez anglais ?


Enfin, nous attachons une importance particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité éthique et professionnelle.

A tout moment pendant le processus de recrutement, les informations figurant sur votre CV et vos données d’identification pourront être vérifiées par un prestataire externe mandaté par BNP Paribas.




Lieu principal: FR-Aquitaine-MERIGNAC
Type d'emploi: CDI
Domaine d'activité: EXPERTISE FINANCIERE ET TECHNIQUE
Niveau d'Etudes: Master ou équivalent (> 4 ans)
Niveau d'expérience: Au moins 3 ans
Horaire: Temps plein
Langue (1) : Anglais - Niveau - Langue (1) : Avancé",il y a 30+ jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0AvgUf0WkbWbVxf0VV_uW6IvVJjx69Cc5WaWYgjUnAkLwW53tuj8JCqvVqyTT4DSuKZytVYd_kuqaWnLwX78B0_B5V75rg63IxF5ZUo_BLjpHWAjSvQ4dnHCtXQ9YIayU9yDJhsBEJQUeLDyeEXIVMjMux9mF7gMsEVPspLu9twM_nG0A_k0zsLkc4EV6-0bS-Qv5_87vb52vExqsyMTK3loxn8c4qJKgi71Z9TPPbLGio1HIf-cjS5ViEzUMrRQi4imASnhzTSPuV21JIRYpP-3gtkr1BKduGK26AtAr6ik-1vuXDQbMF0Z6ZNVvn2HWQpFf1-z0Pemngghpj0ByjtAVUrGFkYwoyniwOf3M8x6aS2olNy4Wjw4SW4ak1mJqH1l9eEwkqs3GrntjXv1xXlfC4acFxeiCoEJuM3p79tSAFwXbse8rijnI2fuXJ1XVH1miuk1tT3cwt1OFENudMCc8VW7PUsxqHnqozy527u02ZA_gceiszRMBf4VzP7muk=&p=10&fvj=0&vjs=3
296,Data Processing Assistant,Strategir,Bordeaux (33),notfound,notfound,"Data Processing Assistant
We are looking for a pool of potential candidates for our Processing Department, based in Bordeaux, to fill the position of Data Processor in 2020.
Working within the Data Processing Team, you will independently analyse studies, collect inputted data, aggregate it and summarise it so that it can be analysed by the studies project manager before being fed back to the client
You will contribute to production, with tools that evolve to ensure continuous client satisfaction, and you will be responsible for the quality of your output.
You must be confident using office tools, and ideally you have knowledge of analysis software DAISIE. Knowledge of software programs? XLStat, R would be a plus. You are comfortable analysing surveys and producing basic statistical results (tests, meaning and correlations, ACP, AFC).
You are dynamic, thorough, proactive, curious and open to change, and you can demonstrate agility. You have good communication skills and enjoy working in a team, and you have an interest in marketing studies. You hold a DUT diploma or a STID qualification and preferably have 1 to 2 years’ professional experience. We will, however, consider candidates without experience who have an interest in our business sector. A good level of English is essential (B2 on the European scale).
You will be working at an expanding and reputable institute which is close-knit, independent and dynamic, and whose strategy for growth, optimisation and innovation rests on the huge potential offered by digital.
Come and join us!
Contact: Please send your application with the reference “Data processing Assistant” (Cover Letter + CV) via e-mail to Mme Labuzan Gaëlle: emplois@strategir.com",il y a 30+ jours ,/rc/clk?jk=b8503b25187d7cc3&fccid=900a8b2fe7dad927&vjs=3
297,Ingénieur Big Data - F/H,Acensi,Bordeaux (33),CDI,notfound,"Description de l'offre
Descriptif du poste
Votre mission se déroulera au sein de l’équipe en charge de la valorisation des données financières de l’entreprise.Vous participerez à toutes les phases de mise en œuvre de la solution : de l’analyse du besoin client à la proposition et puis la mise en place de la solution technique.
Description détaillée :
Conception et mise en place de chaînes de processing Big Data (Hadoop, Cloudera, Spark)
Initier ou contribuer en mode agile aux projets Big Data et R&D
Développement d’applications & web-services.
Analyse de données et modélisation mathématique répondant à des problématiques de Machine Learning

Profil recherché :
Vous justifiez d'une première expérience en développement sur l'un des environnements comme Hadoop, Cloudera, Spark, Apache
Vous possédez des compétences en Big Data autour des technologies comme : Spark, Kafka, Cassandra, Hive,
Vous avez déjà développé sous R, Python ou Java
Vous maîtrisez les outils de stockage et d'extraction de données
Vous êtes rigoureux, autonome, curieux, et possédez un niveau d'anglais professionnel",il y a 30+ jours ,/rc/clk?jk=5646133f9dfb28d5&fccid=0c75d0e2b945231d&vjs=3
298,Lead ingénieur data – Tech Lead,sense4data,Bordeaux (33),notfound,55 000 € par an,"Salaire brut annuel : à partir de 55 K€/an + plus avantages (négociable selon profil et expérience)
Localisation : Bordeaux
Vos futures missions au sein de sense4data
Lead ingénieur data capable d’encadrer des petites équipes d’ingénieurs et mener à bien des projets data à forte valeur ajoutée :
Jalons, délais, gestion des équipes d’ingénieurs data
Management et formation d’équipes d’ingénieurs data. Possibilité d’encadrement stages – thèses,
Accompagner les équipes de data scientists dans la mise en production et l’optimisation de leurs modèles (SAAS),
Garant du bon fonctionnement et de l’architecture des processus de machine learning,
Développer et maîtriser les processus ETL en production, les contraintes de réactivité, les processus de stockage et les différents types de bases de données,
Veille technologique et force de proposition sur toutes les nouvelles technologies,
Capacités à intervenir techniquement et valider les bonnes pratiques de développeurs,
Capacité à travailler dans des environnements variés et à côtoyer des profils très différents
Vous êtes engagé dans le processus de recrutement de nos prochains talents
Votre profil
Vous êtes ingénieur ou docteur avec une formation spécialisée en gestion de la donnée / Big Data
Vous avez des expériences réussies de gestion et développement de projets data,
Vous êtes pédagogue et enthousiaste.
Vous êtes passionné par la Data et son environnement, êtes capable d’analyser des problématiques clients complexes et nouvelles, capable de gérer de manière indépendante des projets, remettre en cause l’existant, être force de proposition
Compétences
Vous disposez de connaissance sur des différents types de processus de machine learning. Une ou plusieurs expériences réussies sur des projets ML sont fortement recommandées
Cloud : connaissance des différents acteurs et maîtrise des outils cloud (Google, AWS. …),
Big Data : A l’aise avec les technologies Big Data : Hadoop, hdfs, map reduce, spark, kafka, hive, …
BDD : connaissance des bdd SQL et NoSQL. Force de proposition,
Docker,
Git, Java, Python/R, Linux/shell scripts.
Mais encore …
Vous êtes avant tout passionné.e par le numérique, les données, les enjeux qu’elles représentent et les technologies Big Data avec lesquelles les manipuler (Hadoop, Kafka, ElasticSearch, Spark, Hive, Cassandra, MongoDB, Kibana)
Vous êtes familiarisé.e avec les différentes plateformes et outils qui y sont reliés : Hortonworks, Azure, Amazon, Google, Databricks,
Vous maîtrisez les nouvelles bases de données (NoSQL) : clé-valeur, orientés colonnes, documents (Json),
Vous savez implémenter des chaines de traitement optimisées en utilisant le framework Spark,
Vous aimez coder avec des langages de programmation communément utilisés pour la manipulation de données (Python, Java, Scala),
Vous êtes familiarisé.e avec les concepts et technologies d’intégration continue (Git) et les outils de déploiement (Docker),
Vous êtes coutumier.e des méthodes de travail agile (Scrum),
Vous êtes motivé.e, appliqué.e, organisé.e, autonome, curieux.se dans votre travail au quotidien,
Vous êtes force de proposition et aimez travailler en équipe.
Vous êtes titulaire d’un diplôme d’ingénieur ou Master, idéalement avec une spécialisation sur les métiers de la donnée et du Big Data et une expérience en Data Warehousing",il y a 30+ jours ,/rc/clk?jk=1d584a54c5ee36af&fccid=f93a2d3bdca088eb&vjs=3
299,Développeur Front-end - Angular Data Science H/F,AT Internet,Mérignac (33),notfound,notfound,"Editeur de logiciel Français et indépendant, nous sommes l’un des leaders mondiaux du Digital Analytics. Nous développons une solution d’analyse de l’audience web et mobile utilisée par les plus grandes marques médias, e-commerce, banques, pure players et institutionnels.Notre mission : aider nos clients à prendre les meilleures décisions avec des données fiables, à travers une approche éthique et respectueuse de la vie privée des internautes.Au cœur de l’activité, nos équipes de développement (+ de 90 personnes) relèvent chaque jour des défis technologiques majeurs. De la collecte à la restitution, ils travaillent sur des volumes considérables de data et mettent en pratique les principes de l’Agilité (Scrum/Kanban/amélioration continue) et DevOps (Docker/Kubernetes).Contexte : Au sein de l’équipe Data Science composée de Data Scientists et Data Engineer confirmés, vous participerez à la conception et à l’évolution de nos fonctionnalités dans le cadre de notre solution globale de Digital Intelligence. Vous aurez à votre disposition des outils de formation comme Data Camp et pourrez participer à des challenges kaggle avec nos équipes.Vos missions consisteront à : Participer à des projets R&D au travers d’une méthodologie de travail innovante (Shape Up) ; Comprendre des problématiques business pour identifier de nouvelles pistes produit ;Développer et maintenir les interfaces des features Data Science mis à disposition des clients ;Proposer et implémenter de nouveaux modes de visualisation de la donnée pour tous types de représentations (matrice, treeview, treemap, sunburst, scatter, sankey…) ;Participer à l’optimisation des interfaces pour offrir une expérience utilisateur fluide ;  Préparer, réaliser et maintenir des tests unitaires ; Participer aux objectifs DevOps de l’équipe (déploiement et intégration continue, monitoring, gestion de l’infrastructure cloud…) ;  Participer aux événements Scrum et contribuer à l’amélioration continue au sein de l’équipe. Environnement Technique : Environnement de développement : Angular 5+, HTML5, CSS3, NodeJS (typescript), NGRX, PythonIntégration continue : Jenkins, git, SONARDéploiement continu : Docker, Kubernetes, HelmStockage/Calcul : Snowflake, DynamoDB, Mongo Atlas, Redis, SparkCloud AWS : S3, CloudFront, Lambda, SNS, SQS, ECR, CloudformationCe poste est fait pour vous si: Vous avez une formation Bac+2 à Bac+5 en informatique.Vous maîtrisez les technologies web telles qu’Angular.La maîtrise de Python sera un plus.Vous connaissez les langages : TypeScript, JavaScript, HTML 5, CSS3 .Vous avez une forte appétence pour la Data Science et les projets de Machine Learning et vous disposez d’une grande curiosité scientifique.Vous êtes habitué à travailler en intégration et déploiement continus (DevOps) – et si vous n’avez pas cette chance, c’est en tout cas un sujet qui vous intéresse.Une expérience des méthodes Agiles serait appréciée, sinon, vous l’apprendrez avec nous Vous êtes capable de comprendre et vous exprimer sur un anglais techniqueLes avantages : Mutuelle prise en charge à plus de 70% par AT InternetPrévoyanceRTTTélétravailParcours d’intégrationExcellente politique de formationCommunication directe avec les décideurs et membres du comité de directionPrime de vacancesIndemnité transports en commun et véloTickets restaurantsFruits frais à dispositionÉvénements team building : déjeuners d’équipe, AT Summit, Ship-It day…Comité d’entreprise : cinéma, loisirs, voyagesÉquipes de sport AT InternetPack mobilité : recherche personnalisée de logements et aides dans les démarches administrativesStatut : CadreType d'emploi : Temps pleinTélétravail:Temporairement en raison du COVID-19",il y a 12 jours ,/company/AT-Internet/jobs/D%C3%A9veloppeur-Front-End-092c5913fb0b8b78?fccid=3c5778a79693f3a4&vjs=3
300,Cloud Data Platform Engineer,OnCrawl,Mérignac (33),"CDD, CDI",notfound,"About
OnCrawl is a technical SEO platform that helps you make smarter SEO decisions. OnCrawl combines your content, log files and search data at scale so that you can open Google’s blackbox and build an SEO strategy with confidence. Backed by an SEO crawler, a log analyzer and third-party integrations, OnCrawl currently works with over 1000 clients in 66 countries such as Forbes, Lastminute.com, Vistaprint, Canon or L’Oréal. OnCrawl produces actionable dashboards and reports to support your entire search engine optimization process and helps you improve your rankings, traffic and online revenues.
OnCrawl was named in 2019 Best SEO Tool at the US, European and MENA Search Awards, a ceremony celebrating the expertise, talent and achievements of the search industry for over half a decade and which is regarded as the premiere celebration of SEO, PPC and content marketing in the industry.
DISCOVER ONCRAWL
Job description
OnCrawl runs a cloud infrastructure on Google Cloud Platform built on a suite of micro services running in Kubernetes. This approach gives OnCrawl a lot of benefits in automation, maintenance and provisioning. The mission of the infrastructure team is to build and operate the core infrastructure of OnCrawl, ensure high availability and performance, handle very high load peeks and sustain the high growth rate of OnCrawl.
Your mission:
Design, deploy and monitor a highly available wold-wide big data infrastructure
Handle load peeks with auto-scaling
Write the foundation libraries on which other teams will build their work
Control the costs of the platform with scale down policies, retentions policies and archiving policies
Preferred experience
Understanding of Linux systems, network performances, and cloud environments
Python, shell scripting
Amazon Web Services or Google Compute Engine
Docker, Kubernetes
Salt-cloud or equivalent
Git
Meet the OnCrawl team",il y a 30+ jours ,/rc/clk?jk=f0f41aedd3da2e93&fccid=c2c09d1b94bcce02&vjs=3
301,Software Development Engineer (Data Services Engineer),Sophia Genetics,Bordeaux (33),notfound,notfound,"In our journey to impact on patients lives, we are recruiting two Data Services Engineers in our IT team, designated to develop solutions to handle increasing amounts of genomics data.
Mission
As a Data Services Engineer you will work both with application development teams and database engineering teams in developing, deploying, and operating data (micro)services. In this role you will:
Design, implement and administer production ready data services
Evaluate new technologies and implement POCs
Implement observability, monitor stability and performance
Perform load testing for reliability and performance
Perform root cause analysis for incidents in production and help teams with troubleshooting
Work with the operations team to ensure data integrity and security in production
Your Profile
Minimum qualifications
A bachelors degree in Computer Science or Engineering or equivalent professional experience
A minimum of 5 years experience in the software engineering field
Demonstrated experience with API and microservice design
Good knowledge of SQL, preferably in MySQL and/or PostgreSQL flavors
Excellent knowledge of Java
Experience with large data sets, and related challenges
Preferred qualifications
Experience with a microservice-oriented framework (e.g. Micronaut)
Experience with efficient memory mapping (C++, Rust, other)
Experience with service mesh frameworks
Experience with Kafka, Redis, Cassandra
Good programming and scripting knowledge (Python, R, JS)
Good knowledge of software development best practices, Agile, CI / CD
Proven experience in SaaS environment
Experience with cloud provider APIs and services (Azure, AWS, Google Cloud Services)
Working experience with orchestration (Kubernetes)
Experience with infrastructure as code (Terraform, CloudFormation)
We offer
A flexible, friendly and international working environment with a collaborative atmosphere
An exciting company mission that brings together science and technology to directly impact the lives of patients with life threatening illness.
A fast-growing company with plenty of opportunity for personal growth and development
A hard technical challenge to solve with exciting modern technology - cloud computing, Big Data, DevOps, machine learning
Starting date: ASAP (or to be decided)
Contract type : CDI full-time
Application process
If you think you fit this position, please send a CV and a cover letter. Please note that incomplete applications will not be considered.
After an initial screening process, candidates will be invited for remote interviews. Selected candidates will then be invited for personal interviews.
Apply",il y a 30+ jours ,/rc/clk?jk=6dd33a3a36051241&fccid=b1267f6acd43a451&vjs=3
302,Stage Artifical intelligence / machine learning for image processing,Solvay,Pessac (33),"Temps plein, CDI",notfound,"General Information
Location:

City: Pessac
Country: France
Region: Europe
Job Category: Research & Innovation
Job Type: Internship
Type of Contract: Permanent
Working time: Full-time
Work schedule: Day shift
Solvay is a science company whose technologies bring benefits to many aspects of daily life. With more than 24,100 employees in 64 countries, Solvay bonds people, ideas and elements to reinvent progress. The Group seeks to create sustainable shared value for all, notably through its Solvay One Planet plan crafted around three pillars: protecting the climate, preserving resources and fostering better life. The Group’s innovative solutions contribute to safer, cleaner, and more sustainable products found in homes, food and consumer goods, planes, cars, batteries, smart devices, health care applications, water and air purification systems. Founded in 1863, Solvay today ranks among the world’s top three companies for the vast majority of its activities and delivered net sales of €10.2 billion in 2019. Solvay is listed on Euronext Brussels (SOLB) and Paris and in the United States, where its shares (SOLVY) are traded through a Level I ADR program.

The Research & Innovation function (R&I) leads Solvay into new growth territories with breakthrough innovation to generate new products, applications and processes in the field of sustainable chemistry. Partners with the GBUs to deliver more value and leverages the Group’s capabilities to improve competitiveness and create new business opportunities for Solvay and its customers.
Job Overview and Responsibilities
The Solvay Laboratoire du Futur (LOF) at Pessac near Bordeaux is dedicated to speeding up the research at Solvay which is a big chemistry group. One method to achieve this is high throughput (HT) screening using automated workflows either with commercial robots or developed in house coupled with automated data analysis. In this context we have been using classical image acquisition and processing for fully automated quantitative data analysis for many different applications for more than 15 years now. One important step in image analysis is segmentation where each pixel of an image is classified as either background or belonging to a certain class. Proper segmentation is crucial for further image processing and with classical methods if often only achieved using an optimized set of preprocessing parameters that work well for a certain scenario, but may be less adapted or fail altogether for (often only) slightly different scenarios.
Our aim is now to make the step from classical to AI supported image processing using our large number of properly segmented images as a training sets for machine learning. For each new application we can also quickly create new training sets.
We are hence looking for a candidate with experience in machine learning in general who wants to apply AI methods to improve image processing in a range of very different application fields.

Education and Experience
The candidate will become part of a small but dedicated team of engineers and developers whose mission is to provide customized automation and analysis solutions for in house projects as well as projects for other business units of the Solvay group. Apart from a solid technical and scientific background, we are looking for curious and creative candidates with a strong motivation for interdisciplinary research in a multicultural environment.
Skills
This internship is an opportunity to discover an industrial project in an applied research environment.

Internship duration and level: 5 month, master level

Start and end of internship: can be negotiated

Required skills: programming experience with AI in Matlab and/or python, experience in image processing is a plus but not obligatory
Additional Information",il y a 30+ jours ,/rc/clk?jk=0d33a23759bbbe2f&fccid=2aa521071b572e0a&vjs=3
303,Site Reliability Engineer - Cloud Data Services H/F,OVH,Bordeaux (33),notfound,notfound,"Ref
SREcldataser
CDI
Bordeaux
Brest
Lyon
Nantes
Paris
Roubaix
Toulouse
France
OVHcloud offers a wide range of Cloud services to companies, organization or individuals.
Whether you're looking for Private Cloud, Public Cloud or even Hybrid Cloud solutions, our services are always being improved with the very latest technologies and innovations.

Our organization brings together people with a wide variety of backgrounds, experiences and perspectives.

We encourage them to collaborate, think big and take risks in a blame-free environment.
We promote self-direction to work on meaningful projects, while we also strive to create an environment that provides the support and mentoring needed to learn and grow.

Site Reliability Engineer (SRE) in IO team.

By joining the IO team, you will work on scalable cloud data services to transport and manage data. To fulfill our mission and to be part of the team, you will work on load balancing, streaming and storage systems.
As Site Reliability Engineer, you're in charge of the operational conditions of the platform which means designing and implementing the infrastructure in regard to the security, availability, performance, SLA and capacity expectations


On a daily basis this is what the job looks like:
Be part of a product team, that carefully build it with passion
Ensure the observability of the platform and build actionable monitoring
Troubleshoot complex issues and coordinate cross-team efforts to mitigate them
Suggest and help implement best practices
Ensure the continuity of the service with on-call responsibilities
Work with the teams to continuously improve performance and quality
Follow-up issues or incidents to prevent futures ones
Be curious, benevolent and share with the team
Your Skills ?

What you absolutely need:
Team player
Desire to dive in and understand/fix complex problems with large environments
Open minded
Customer centric
Being a quick learner
Curiosity
Not afraid of changes
Some technologies we are familiar with:
Unix internals and related
CI/CD/CA tools, platforms and associated processes (we use CDS)
Data pipelines/Messaging/Pub-Sub System (Kafka, Pulsar)
Monitoring tools, platforms, and associated processes
Observability stacks: Warp10, Prometheus

Your background ?

This job is for you if you already played with:
Network skills
At least one of Go, Rust or Java
Appreciated scripting skills in Python or Perl
Notions in Distributed systems operations is a plus
HAProxy experience is a plus for the Load Balancing stack
Appreciated knowledge in major distributed systems
Experience with at least one distributed system like HDFS, HBase, FoundationDB, TiKV, or similar
Moreover, if you have already been involved in a SRE team or worked as a DevOps, we need you !
Even if you don't, your motivation and aptitudes are your best arguments.",il y a 30+ jours ,/rc/clk?jk=cb0ccd6b5a5b1d2a&fccid=a80820852465d7d0&vjs=3
304,Data Engineer – Startup avancée marché Data (H/F),Altaide,Bordeaux (33),CDI,notfound,"Data Engineer – Startup avancée marché Data (H/F)

Startup avancée (20 personnes, plusieurs millions d’€ levés, des centaines de clients actifs…), basée à Paris, Bordeaux et au Canada, nous sommes experts de l’automatisation de l’accès à la data pour les décideurs en marketing digital et ecommerce. Fondée par un serial entrepreneur et un expert de la data, tous deux également passionnés de search et sémantique, notre équipe a pour objectif de construire un produit actionnable et fun pour aider nos utilisateurs à obtenir et comprendre facilement la data dont ils ont besoin et à améliorer leur performance de leurs sites. Par ailleurs, nous nous définissons comme une bande de geeks enthousiastes et innovants et nous faisons tout notre possible pour organiser notre projet autour de cet esprit. Notre réussite business et les résultats obtenus nous permettent d’accélérer notre croissance et donc de renforcer notre équipe. Nous recrutons ainsi un(e) Data Engineer !

Une mission passionnante :

Notre solution s’appuie sur les données pour aider nos clients à prendre des décisions prévisibles en termes de campagnes de référencement. Nous traitons ainsi une très grosse volumétrie.

En tant que Data Engineer, vous rejoignez notre gang de data nerds pour nous aider à fournir à nos clients des outils d’analyse perspicaces et fiables. Nos applications sont conçues pour évoluer à l’échelle du milliard de pages Web et des quantités massives de données sont traitées quotidiennement pour calculer des métriques de très haut niveau telles que l’identification de pages presque dupliquées, des mesures de taux de similarité, des diagrammes de flux de popularité internes (« InRank juice flow diagram ») et bien d’autres.

 Au quotidien vos principales missions en tant que Data Engineer seront de :

Ecrire des algorithmes avancés capable d’analyser des centaines de million de pages web et des milliards d’évènements journalisés.
Travailler sur des données structurées et non structurées
S’approprier Spark, Elasticsearch et le data warehouse system pour obtenir stabilité et scalabilité
Créer de nouvelles façons d’explorer et de visualiser les rapports en temps réel

Environnement technologique:

Java
Spark, Hadoop MR, Apache Hbase, Google BigQuery et BigTable
Elasticsearch, MongoDB
Python
Git, CI
Kubernetes et DataProc


Profil :
De formation école d’ingénieur, vous disposez de minimum deux ans d’expérience.
Vous savez développer en Java, et maîtrisez soit Spark, Hadoop MR ou Apache Hive.
Vous avez une expérience dans l’écriture de jobs scalables d’analyse de données ou bien vous souhaitez monter en compétences dessus
Idéalement, vous savez utiliser Elasticsearch et MongoDB
Un plus serait également de connaître Python, Git et l’intégration continue.
Reconnu(e) pour votre excellence technique, vous êtes toujours en veille sur les nouveautés tant en termes de technologies que de solutions existantes permettant d’améliorer l’expérience.
Votre capacité de travail et votre implication, vous permettront de vous intégrer rapidement au sein d’une équipe de passionnés.
Pourquoi rejoindre notre équipe ?
Un projet innovant avec des résultats concrets validés par des centaines de clients (dont les plus grands comptes de l’ecommerce français)
L’opportunité de travailler au sein d’une top équipe intégrant des experts reconnus en développement, data, machine learning…
Une gamme de bénéfices et d’à-côtés variés afin d’aider nos employés à trouver un équilibre entre le temps de travail et le temps personnel.
Notre ambition est de construire un environnement de travail productif et agréable avec par exemple : 100 € d’allocation pour l’achat de livres, horaires de travail flexibles, café à volonté, déjeuners d’équipe et afterworks réguliers, une superbe terrasse de 100m2 pour bosser ou se détendre au soleil…
Un environnement où l’initiative est favorisée avec du temps accordé pour découvrir des nouvelles technos et approches
Des packages salaires compétitifs
Des bureaux dans Bordeaux aux pieds d’une station de Tram


Retrouvez toutes nos offres d’emploi de Data Scientist / BI / IA !",il y a 30+ jours ,/rc/clk?jk=c7c5c998605199d1&fccid=9e2a49e69460b045&vjs=3
305,Senior Software Development Engineer (Cloud Database Architect),Sophia Genetics,Bordeaux (33),notfound,notfound,"In our journey to impact on patients lives, we are recruiting a Cloud Database Architect in our Research & Development team, designated to develop solutions to handle increasing amounts of genomics data.
Mission
As a CDA you will work both with application development teams and operations teams in developing, deploying, and operating a large scale SaaS application. In this role you will:
Design, implement and administer large database systems using cloud infrastructure
Provide technical leadership for development teams
Provide expertise in data architecture and technology choices
Support development teams to align their architecture with the overall data architecture
Design and implement strategies for large scale database deployment and testing
Collaborate with other teams to establish overall database architecture for our production systems
Monitor and optimize database performance, reliability and costs in production
Analyze data using tools or programming languages in various logs, traffic traces, and complex configuration
Perform root cause analysis for incidents in production and help teams with troubleshooting
Work with operations team to ensure data integrity and security in production
Your Profile
Minimum qualifications
A bachelors degree in Computer Science or Engineering or equivalent professional experience
A minimum of 7 years experience in software engineering field
Experience in designing databases for large scale cloud based SaaS or IoT, big data applications
Experience with cloud database technologies such as Amazon RDS, DynamoDB, Redshift, Google Cloud SQL, BigQuery, Redis, Cassandra, MongoDB etc.
Demonstrated experience with API and microservice design
Excellent knowledge of SQL, in MySQL and PostgreSQL flavors
Good knowledge of UML
Programming experience in Java
Preferred qualifications
Excellent programming and scripting knowledge (Python, R, JS...)
In-depth knowledge of software development best practices, Agile, CI/CD
Good experience in supporting production systems
Working experience with Docker and Kubernetes (or any orchestrator)
Infrastructure as code experience using CloudFormation, Terraform etc.
We offer
A flexible, friendly and international working environment with a collaborative atmosphere
An exciting company mission that brings together science and technology to directly impact the lives of patients with life threatening illness.
A fast-growing company with plenty of opportunity for personal growth and development
A hard technical challenge to solve with exciting modern technology - cloud computing, Big Data, DevOps, machine learning
Start : ASAP (or to be decided)
Contract type : CDI full-time
Application process
If you think you fit this position, please send a CV and a cover letter. Please note that incomplete applications will not be considered.
After an initial screening process, candidates will be invited for remote interviews. Selected candidates will then be invited for personal interviews.",il y a 30+ jours ,/rc/clk?jk=cad4b97185b85240&fccid=b1267f6acd43a451&vjs=3
