_id,query,title,company,rating_mean,location,salary,summary,sponso,contract,desc,rating_count,day_since,salary_origin_mode,salary_min,salary_max,salary_mean,date,query_ingenieur,contract_cdd,contract_contrat pro,contract_indépendant,contract_temps partiel,contract_temps plein,contract_apprentissage,contract_stage,contract_cdi,contract_intérim,location_dirty,dep,salary_band
ac744f3b3cd432f3,"[""ingenieur""]",Ingénieur Développement Java - Nancy-(H/F),Boursorama,3.9,Nancy (54),,"Vous rejoignez notre Direction des Systèmes d’Information, composée de talents IT passionnés par leur métier : ingénieurs, architectes ou encore chefs de projet…",1,,"Vos missions au quotidien
Envie de nouveaux challenges ? Venez rejoindre une équipe dynamique et motivée, au cœur du Digital et de l’innovation : L’équipe PFM (Personal Finance Management), en charge de toutes les fonctionnalités d’agrégation bancaire et documentaire ainsi que de toutes les fonctionnalités de gestion automatique de budget.
Vous travaillerez sur des problématiques telles que la détection automatique des opérations récurrentes, le calcul prévisionnel du solde bancaire et d’autres fonctionnalités PFM.
Vous intégrez une équipe de développement agile en faisant notamment :
du prototypage,
du développement,
de l’optimisation des applications,
de la veille technologique.
Et si c’était vous ?
De formation minimum bac +4/5 en informatique (école d'ingénieur ou cycle universitaire), vous disposez d’au moins 3 ans d’expérience dans le développement Java, « coder est pour vous une passion, et pas seulement une compétence », et vous êtes déjà spécialisé(e) dans :
Le langage JAVA et des outils utilisés tels que Git, Maven ...,
API REST,
Les bases de données NoSQL, idéalement MongoDB,
Les notions de tests unitaires / fonctionnels et d'intégration continue,
Les méthodes agiles / test first.
Vous bénéficierez de formations régulières et participerez à des meet-up. Vous êtes par ailleurs autonome, dynamique, vous disposez d’une grande capacité d’intégration et avez envie de participer à une belle aventure .
Rejoindre une telle équipe constitue une opportunité tant en terme d’acquisition d’expertises nouvelles que de perspectives d’évolution au sein d’un groupe.
Pourquoi nous choisir ?
Avec son double positionnement unique de banque-média, Boursorama est leader, en France, sur trois métiers : la banque en ligne, le courtage en ligne, et ’information économique et financière sur Internet avec le portail Boursorama.com.
Après avoir atteint, en 2019, son objectif de 2 millions de clients avec un an d’avance, Boursorama s’est lancé un nouveau challenge : dépasser les 3 millions à horizon 2021.
L’entreprise, filiale à 100 % de Société Générale, compte plus de 800 collaborateurs. En devenant l’un d’eux, vous prendrez part à une aventure professionnelle enrichissante, placée sous le signe de la croissance !
Vous rejoignez notre Direction des Systèmes d’Information, composée de talents IT passionnés par leur métier : ingénieurs, architectes ou encore chefs de projet.
Leur mission principale ? Développer des solutions innovantes qui optimisent chaque jour la relation de nos clients avec leur banque.
En bref, l’IT de Boursorama, ce sont des technos de pointe, des projets et de l’innovation.
Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise.
Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, parentalité, origine ethnique, nationalité, identité sexuelle ou de genre, orientation sexuelle, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.
Référence: 170015RG
Entité: Boursorama
Date de début: Immédiat
Date de publication: 02/04/2020",2565,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,0,0,0,Nancy ,54.0,
5b0c6b39a12d06d7,"[""ingenieur""]",Ingénieur Calculateur Charpentes Métalliques h/f,Blique Actimum,0.0,Rambervillers (88),40 000 € - 50 000 € par an,"Ingénieur ou similaire: 2 ans (Souhaité).
Intégré à un important groupe familial indépendant spécialisé dans l’étanchéité, l’isolation, la couverture, la…",1,"Temps plein, CDI","Intégré à un important groupe familial indépendant spécialisé dans l’étanchéité, l’isolation, la couverture, la toiture et les murs végétalisés, notre client fait partie des leaders dans la conception et la fabrication industrielle de charpentes métalliques pour la réalisation de bâtiments de grande envergure. La société mise sur ses priorités de technicité, qualité et respect des délais envers les clients.
Avec 70 collaborateurs, 30 000 m2 d’ateliers, elle réalise plus de 20 chantiers chaque année. Elle assure un débit de 13 000 tonnes par an, grâce à ses nouveaux outils de production et s’appuie, notamment, sur un Bureau d’Etudes Technique regroupant Calculateurs, Ingénieurs et Dessinateurs. Afin de poursuivre son développement et renforcer son équipe, elle recherche un(e) :
Ingénieur(e) calculateur charpente métallique h/f
En relation directe avec le Directeur Général, vous prenez la responsabilité des études et calculs de différents projets en vous appuyant, de manière transversale, sur une équipe composée de calculateurs et de dessinateurs.
Vos missions sont les suivantes :
La réalisation ou la vérification des calculs liés aux contraintes normatives, fonctionnelles, physiques, dimensionnelles et structurelles des projets
La détermination des descentes de charges et des solutions d'attaches pour la liaison des différents éléments de l'ouvrage
La modélisation, la rédaction de notes de calculs, le dessin avec l’utilisation de divers logiciels (Robot Millenium, SCIA Engineer, BOCAD, TEKLA …).
La participation à la détermination des coûts par l’estimation de la résistance des matériaux
Ingénieur(e) formé au calcul de structure, vous avez idéalement acquis une expérience, en bureau d’études ou en entreprise, en charpente ou structure métallique.
Vous aimez la rigueur, êtes organisé et avez le sens des priorités.
Vous faites preuve d’une bonne maîtrise des Eurocodes et des normes.
Vous savez vous montrer disponible et flexible dans l’étude des projets et vous aimez le travail en équipe.
Type d'emploi : Temps plein, CDI
Salaire : 40 000,00€ à 50 000,00€ /an
Expérience:
ingénieur ou similaire: 2 ans (Souhaité)
Télétravail:
Oui",0,il y a 16 jours,an,40000.0,50000.0,45000.0,2020-05-04,1,0,0,0,0,1,0,0,1,0,Rambervillers ,88.0,1.0
3814be8bca57271d,"[""ingenieur""]",Usine BRI - S2 2020 - Stage Ingénieur de Production Fabricat...,L'Oreal,4.1,Compiègne (60),,"L'usine L'Oréal de Lassigny est spécialisée dans la fabrication de maquillage à façon depuis 50 ans.
Nous fabriquons des produits de luxe pour des marques…",1,Stage,"L'usine L'Oréal de Lassigny est spécialisée dans la fabrication de maquillage à façon depuis 50 ans. Nous fabriquons des produits de luxe pour des marques telles que Yves Saint Laurent, Lancôme et Armani.
Nos équipes sont composées de 475 collaborateurs passionnés par leur métier : Fabrication, Conditionnement, Flux, Performance, Qualité, ETNEHS, Supply Chain, Finance, RH, Services d’Information. Et tous sont fédérés par une vision commune : Devenir une usine durable, agile, connectée à ses clients.
Notre usine est d’ailleurs connue au sein du groupe L’Oréal pour son évolution vers l’industrie 4.0 grâce à des opportunités offertes par le digital. C’est une usine de plus en plus connectée et automatisée.
Nous recherchons un(e) Stagiaire Ingénieur de Production en Fabrication (H/F) pour notre Unité de Production Process pour une période de 6 mois à compter de septembre 2020.

Votre mission

Au cours de cette expérience, vous rejoindrez notre Unité de Production et vous serez notamment en charge de :

Contribuer aux divers travaux sur l’ergonomie des postes de travail (réalisation d’études, mise en place de solutions, etc.)
Mener des projets sur la recherche de solutions d’amélioration de nos indicateurs et de notre organisation
Déployer l’amélioration continue et la remontée d'anomalies, ainsi que le suivi de leur traitement et propositions d'améliorations

Votre profil

Bac +4/5 – Formation Ingénieur

Goût pour l’industrie 4.0, l’innovation et l’entreprenariat interne

Souhait d’avoir une expérience à la fois terrain en gestion de projets dans un milieu industriel

Autonomie, esprit d’équipe, capacité d’écoute, sens de l’analyse et prise d’initiative

Date et durée :
A partir de septembre 2020 pour une durée de 6 mois

Lieu:
Nous sommes basés à Lassigny, en Picardie, à 20 km de Compiègne (possibilité de covoiturage)

Gratification et avantages :
Entre 1250 et 1400 euros brut mensuel suivant le niveau d’expérience

Notre engagement

Intégrez un groupe innovant et devenez un agent du changement à l’occasion d’un stage de pré-embauche stimulant et responsabilisant.

Vous bénéficierez également d’un programme d'intégration, d’un coaching managérial et d'un suivi RH personnalisé pendant toute la durée de votre parcours.",3678,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,1,0,0,Compiègne ,60.0,
c8e7bf6905720c9b,"[""ingenieur""]",INGENIEUR MECANIQUE CONCEPTION ET SIMULATION,CERI,4.1,Louviers (27),,"INGENIEUR MECANIQUE CONCEPTION ET SIMULATION.
Sous la supervision du responsable du service, vous serez amenés à concevoir et simuler des systèmes mécaniques…",1,"Temps plein, CDI","Titre du poste :
INGENIEUR MECANIQUE CONCEPTION ET SIMULATION
Descriptif de l’offre :
Sous la supervision du responsable du service, vous serez amenés à concevoir et simuler des systèmes mécaniques pour des machines spéciales à haute valeur technologique.
En lien avec les autres services (BE automatisme et l’atelier), vos principales missions seront de :
Réaliser les activités de conception propre à un projet, seul ou en équipe.
Déterminer et calculer les contraintes fonctionnelles, physiques dans différents domaines. Développer en interne une culture d’optimisation et de valorisation de nos projets.
Simuler et prédire au plus juste le comportement de nos éléments, aussi bien à des fins de présentations commerciales qu’en phase de conception / validation.
Définir et présenter différentes solutions envisageables en fonction des contraintes d’ordre technique et économique.
En lien avec le planning contractuel, participer à l’élaboration du planning d’études et s’assurer de son suivi
Assurer les phases de vérification et validation interne/externe des sujets traités et de façon régulière tout au long de l’affaire.
Réaliser les demandes de devis pour les parties sous-traitées en prenant en compte et en imposant les contraintes et attentes du projet (Cahier des charges) et s’assurer de la cohérence budgétaire.
Assurer le suivi des actions programmées lors des revues techniques interne/client
Assister les équipes durant les phases de montage, en apportant sa connaissance technique
Vos connaissances et compétences pourront vous permettre de participer aux phases d’avant-projet en lien avec le service commercial.
L’entreprise met à votre disposition les outils innovants de simulation et jumeaux numérique tels que 3D Expérience de Dassault, ou Robotexpert de Siemens.
Votre appétence et votre curiosité vous amèneront à faire de la veille technologique et à être force de proposition sur des concepts innovants, aussi bien en termes d’organisation que de technologie.
Vous participez à l’amélioration continue et au développement de solutions d’innovation pour accompagner le développement de l’entreprise.
Des déplacements ponctuels peuvent être à prévoir
Vos principales compétences sont :
Maitrise des logiciels de Conception et de Dessin Assistés par Ordinateur CAO/DAO, type Solidworks
Maitrise des méthodes d’analyse et critique (cohérence) des résultats de résistance des matériaux, animation
Connaissance en Mécanique productique (façonnage de pièces, soudure, …)
Maîtrise du travail en mode projet (organisation, gestion du temps, suivi/reporting, …)
Connaissances de base en anglais professionnel
Qualités personnelles :
Excellent sens de l’organisation
Rigueur
Bon relationnel
Curiosité intellectuelle
Ouverture d’esprit
Capacités d’analyse
Être force de proposition
Savoir structurer et rendre compte
Sens des responsabilités
Gestion des priorités
Honnêteté, sincérité, transparence
Contact :
recrutement@ceri-mo.fr
Tél :
Afficher le nº de téléphone

Date de l'annonce :
20 novembre 2019
Durée hebdomadaire de travail :
Temps plein
Début de la mission :
immédiatement
Type de contrat :
CDI
Salaire indicatif :
€ à négocier selon profil
Adresse :
Rue de la Mécanique CS 70413, 27404, LOUVIERS
POSTULER
CERI",9,il y a 1 jour,,,,,2020-05-19,1,0,0,0,0,1,0,0,1,0,Louviers ,27.0,
bd175ae4b327612e,"[""ingenieur""]",Assistant(E) Approvisionnement Et Planification,Louis Vuitton,3.8,Marsaz (26),,Vous préparez une formation de type ingénieur généraliste ou en gestion de production et avez une appétence pour un environnement industriel.,1,Stage,"Poste
Née en 1854, la Maison Louis Vuitton a construit un nom transmis de génération en génération, celui de l’impossible rendu possible, des savoir-faire, de l’audace et de la modernité, de l’avenir et de l’universel. Son héritage constitue une base solide pour exprimer son audace et cultiver son esprit avant-gardiste
Chez Louis Vuitton, il n'y a pas de parcours tracé d'avance, mais une multiplicité de chemins menant à la réussite. Des carrières à la hauteur des ambitions individuelles.
Au sein du service Logistique des Ateliers de la Drôme et sous la responsabilité directe de la Responsable Approvisionnement et planification vous aurez pour mission l'amélioration des flux logistiques et du magasin (atelier).
Missions :
Vous êtes en charge de la livraison en quantité et en délai des composants dont vous aurez la gestion
Vous passez commandes aux sous-traitants dans le respect de leur capacité.
Vous pilotez votre programme de commandes hebdomadaires en lien avec la capacité disponible de coupe et alertez en cas de sous-capacité ou sur-capacité
Sur les nouveaux produits, vous travaillez en étroite collaboration avec le Metteur au point composants et les Approvisionneurs des autres marchés afin d’assurer la livraison dans les quantités et délais demandés pour garantir le référencement des nouveaux produits
Vous êtes garant de vos niveaux de stocks en lien avec les besoins du site (analyse des sur-stock et des ruptures)
Gestion du porte-feuille de commande et pilotage des retards
Gestion des litiges à réception : réceptions manquantes, incomplètes, non conformes
Gestion des litiges à facturation
Profil
Vous préparez une formation de type ingénieur généraliste ou en gestion de production et avez une appétence pour un environnement industriel.
Vous avez une bonne maîtrise des outils bureautiques (Excel) et une connaissance de SAP
Vous faites preuve de rigueur, d'organisation et d'un bon relationnel. Vous êtes une personne reconnue pour être force de proposition.
Le poste étant basé en atelier, une sensibilité pour les expériences de terrain sera appréciée.
Informations à l'attention des candidats
Le poste est basé à Marsaz, (20 km de Valence).
RÉFÉRENCE : LVM10548",677,il y a 14 jours,,,,,2020-05-06,1,0,0,0,0,0,0,1,0,0,Marsaz ,26.0,
6c6562942a37ac78,"[""ingenieur""]",INGENIEUR MATERIAUX F/H,CTS Corporate,0.0,Pau (64),,"Dans le cadre de nos activités en Aéronautique, nous recherchons un Ingénieur Matériaux :
Profil recherché Issu(e) d'une formation Bac +5, vous possédez une…",1,CDI,"Dans le cadre de nos activités en Aéronautique, nous recherchons un Ingénieur Matériaux :

Dossier de qualification
Essai Mécanique
Matériaux Métallique et composites
Suivi fournisseur
Procédés spéciaux
Normes Aéronautiques
Profil recherché Issu(e) d'une formation Bac +5, vous possédez une expérience de 1 an minimum dans le domaine de l'aéronautique.

Vos qualités relationnelles seront garantes de votre intégration dans les équipes.

Vous êtes curieux (se), rigoureux (se), tenace et motivé(e) et vous avez la volonté d'apprendre et partager sur des projets à forte valeur ajoutée.
Entreprise Issue sur un regroupement des Bureaux d'Etudes de PME industrielles, CTS intervient sur l'ensemble du cycle de vie des projets de ses partenaires et clients.

CTS s'appuie sur des équipes mobiles et structurées dotées de solides compétences en ingénierie mécanique électrique et électronique, process industriel, gestion de projet et systèmes d'informations. Forgé par son expérience au sein de grands programmes industriels, et à l'épreuve de la réactivité nécessaire des PME en ingénierie et production, le groupe est capable de répondre aux besoins de ses clients en solutions globales.

CTS a pour vocation de rassembler l'ensemble des compétences indispensables à la réalisation de programmes de grande envergure aussi bien sur le territoire français qu'à l'international.

Nous intervenons au travers de nos équipes auprès des grands donneurs d'ordres dans les domaines de l'Energie, l'Aéronautique, l'automobile, Informatique et Telecom sur des programmes variés.",0,il y a 6 jours,,,,,2020-05-14,1,0,0,0,0,0,0,0,1,0,Pau ,64.0,
8f4aea4aeb39d9cf,"[""ingenieur""]",INGENIEUR D’ETUDES STRUCTURE GENIE CIVIL - RENNES (H/F),Novam Ingénierie,0.0,France,,"Cette mission vous amènera à collaborer avec l'équipe du bureau d'études (dessinateurs, projeteurs, économistes, ingénieurs) et les partenaires de la…",1,CDI,"Présentation de SERTCO
SERTCO est un bureau d’études spécialisé dans la structure béton des bâtiments, répondant à tout type de bâtiment et d'ouvrage, spécialiste diagnostic et expertise, maîtrise d'œuvre anciens bâtiments et chantiers de réhabilitation. Il intervient en études de structure, de la conception à l'exécution, l’assistance à la maîtrise d’ouvrage (études de faisabilité, rédaction du cahier des charges selon la définition des besoins fonctionnels et techniques, et pilotage de la coordination des différents intervenants du projet), les tracés, calculs et métrés en phase de conception en collaboration avec les architectes et avec les entreprises de maçonnerie en phase d’exécution et l’économie du projet à travers les estimatifs et demandes de devis.
Une offre de prestation complète qui renforce la confiance et renouvelle les demandes de nombreux partenaires.

Définition du poste
Chargé d'affaires sur différents projets, vous intervenez sur les études et avant projets. Vous êtes responsable technique de la conception structurelle du projet de gros œuvre.
Vous intervenez aussi bien sur de la construction neuve que de la restructuration, réhabilitation ou requalification de bâtiments d'ouvrages fonctionnels, logements, tertiaire, de toute taille.
Cette mission vous amènera à collaborer avec l'équipe du bureau d'études (dessinateurs, projeteurs, économistes, ingénieurs) et les partenaires de la construction : maître d'ouvrage, architectes, bureau de contrôle, BET, entreprise ...
Mission
Autonome dans votre fonction, vous mettrez en œuvre vos connaissances techniques, proposerez des solutions techniques tenant compte à la fois des résultats de calcul, des contraintes techniques du projet, des méthodes de réalisation sur le chantier, des critères de coût et de la règlementation en vigueur. Les études seront réalisées en appliquant les procédures qualité mis en place par l'équipe.
Vous produisez les plans d'avant projet, les plans d'exécution (plans de coffrage et de ferraillage), les nomenclatures ainsi que les calculs de résistance de matériaux d'ouvrages courants
Vous réalisez les chiffrages et la rédaction des propositions d'honoraires.
Cette description prend en compte les principales responsabilités, elle n'est pas limitative. En fonction des demandes du marché, des besoins du groupe, de vos aspirations et compétences, ce poste est évolutif.
Profil du candidat
De formation supérieure type INSA, CHEBAP, ENSAM, ESTP, Ponts et Chaussées, vous justifiez d'une expérience en bureau d'étude.
Vous avez à cœur de vous investir dans un groupe en développement. Vos acquis et votre expertise technique font votre force pour défendre vos choix et prises de décision.
Outre vos compétences techniques et valeurs humaines, nos autres critères de recrutement sont la sympathie, la solidarité, la formation des uns par les autres, l'empathie et le dynamisme, bref si vous partagez nos valeurs, rejoignez un univers de travail épanouissant et innovant, favorisant l’agilité et la créativité ; adressez-nous votre candidature en précisant la référence 190701_IEBA_WWW_ACH",0,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,0,1,0,France,,
b54211078abff9ac,"[""ingenieur""]",Alternance - Evaluation sensorielle - Master - 2020 - H/F,L'Oreal,4.1,Paris (75),,"Après un premier stage au sein du groupe, puis un VIE en Asie, découvrez le parcours de Thomas, aujourd’hui ingénieur de formulation chez L’Oréal.",1,"Apprentissage, Contrat pro","[Apprentissage / Contrat de professionnalisation]

Rejoignez-nous au sein de L’Oréal - Recherche&Innovation !
Alternance en Evaluation sensorielle

Pour L’Oréal, la beauté est avant tout une aventure scientifique. Cette conviction est aujourd’hui incarnée par notre division Recherche et Innovation, qui déploie ses équipes partout dans le monde pour imaginer et créer les produits de demain.
D’ailleurs, connaissez-vous notre histoire ?
En 1909, Eugène Schueller, un jeune chimiste, formule les premières teintures inoffensives pour les cheveux. Convaincu du potentiel de ses produits, il les vend à de nombreux coiffeurs parisiens et fonde la « Société Française de Teintures Inoffensives pour Cheveux ». Cette entreprise ne vous parle pas ? Ne vous inquiétez pas, nous ne vous en voulons pas, car vous la connaissez sous son nom actuel : L’Oréal.
Plus d’un siècle plus tard, la Recherche et l’Innovation de L’Oréal emploie plus de 3800 individus à travers le monde, et a permis la découverte de plus de 130 molécules ainsi que le développement de milliers de formules et de produits. L’année dernière, 505 brevets ont été déposés and notre budget consacré à la recherche a atteint les 914 millions d’euros, ce qui représente 3,4% de notre chiffre d’affaires.
Rejoignez-nous pour faire partie de l’aventure L’Oréal !
Informations clés :
Ouvert aux étudiants en bac +4 et bac +5
Alternance de 12 à 24 mois maximum
Début : entre Septembre et Novembre 2020
En région Parisienne

Missions disponibles :

1/ Classification et arbre de décision des méthodes sensorielles alternatives aux profils

Classification et arbre de décision des Méthodes sensorielles alternatives aux profils :
bibliothèque et surtout classification selon la problématique rencontrée, argumentaire du choix de la méthode
Etablir le protocole de réalisation et d'analyse

2/ Développement de nouveaux outils d'évaluation sensorielle pour les laboratoires cosmétiques

Mise au point de nouveaux outils, techniques, protocole d’évaluation sensorielle
Formation & Entrainement des utilisateurs
Développement des logiciels adaptés
(Périmètre : produits de soin, maquillage, parfum, soin)

Quelles molécules pour la formule idéale ?
Vous parlez français ou / et anglais couramment
Vous êtes connu pour votre incroyable dynamisme et votre ténacité
Orienté résultats, vous n’avez pas peur de relever les défis et résoudre les problèmes en imaginant des solutions créatives
Vous savez travailler de manière collaborative, tout en étant capable d’être autonome dans vos tâches
L’excellence scientifique est votre devise - vous accordez une grande attention aux détails et recherchez sans cesse de nouvelles façons d’innover !

Notre ajout au produit final
Une gratification mensuelle calculée en fonction de votre niveau d’étude et votre contrat
Accès au restaurant d’entreprise, à une salle de sport et à la vente au personnel de L’Oréal pour essayer tous nos produits !
Accès illimité à une plate-forme de e-learning (plus de 4000 formations pour votre propre développement)
Intégration dans une incroyable communauté de plus de 120 stagiaires et 50 apprentis et participation à différents événements pour faire votre réseau
Accompagnement RH pour vous aider à développer vos compétences et à améliorer vos performances
Participation aux Innovation Games : un business game scientifique qui vous permettra d’inventer les produits de demain !

Au microscope…
1ère étape: POSTULER
Envoyez-nous votre CV (pas de lettre de motivation)
2ème étape: DISCUSSION RH
L’équipe du recrutement vous contactera pour en savoir plus sur votre projet.
3ème étape: ENTRETIEN AVEC L’EQUIPE
Votre CV sera communiqué aux managers. Ils demanderont à vous rencontrer si votre profil correspond aux exigences de leur mission.

Le petit truc en plus
Il n'y a pas de secrets : les meilleurs arrivent préparés !


Découvrez L’Oréal et son département Recherche & Innovation.


Après un premier stage au sein du groupe, puis un VIE en Asie, découvrez le parcours de Thomas, aujourd’hui ingénieur de formulation chez L’Oréal


Nous vous avons parlé des Innovation Games, découvrez la première édition ici.


Ne manquez pas quelques conseils de recrutement pour améliorer votre CV et impressionner votre recruteur en entretien !


Last but not least, suivez-nous sur Instagram pour avoir un aperçu de la vie à L’Oréal R&I!
@lorealresearchcareers",3678,Il y a plus de 30 jours,,,,,2020-04-20,1,0,1,0,0,0,1,0,0,0,Paris ,75.0,
e10a3cd8e65572b5,"[""ingenieur""]",Ingénieur Production (H/F),Eurofins France Environnement,0.0,Nancy (54),,"Vous êtes idéalement ingénieur généraliste issu d'une école du groupe A (X, Mines, Ponts, Centrale...), ou ingénieur issu(e) d’une formation scientifique.",1,,"Description de l'entreprise
Rejoignez le leader des analyses environnementales en France!
Avec plus de 45 000 collaborateurs dans 47 pays et 800 laboratoires, Eurofins est l'un des leaders mondiaux dans le domaine de la bioanalyse. Nous proposons à nos clients des analyses de haute qualité s'appuyant sur un vaste réseau de laboratoires totalement industrialisés et informatisés.
Grâce à une gamme complète de plus de 200 000 méthodes analytiques, nous réalisons des analyses pour un panel de client très diversifié. Nous accompagnons ainsi des entreprises privées et des organismes publics dans 4 secteurs d’activité : la Pharmacie, l'Alimentation, le Diagnostic Clinique et l'Environnement.
Ces analyses permettent, par exemple, de détecter et de quantifier la présence de polluants dans l’eau / l'air ou de vérifier l'absence de fibres d'amiante dans des matériaux du bâtiment / l'air.

Description du poste
Rattaché au Chef de département, vous répondez aux éventuelles fluctuations du programme de production, tout en assurant continuellement la qualité des résultats.
Vous avez pour missions de :
Planifier, encadrer et animer l'activité de votre groupe (20-25 personnes en 3x8) ;
Respecter et faire respecter les procédures d’hygiène et de sécurité ;
Veiller au respect de la règlementation en matière de droit du travail, gestion du personnel et aux procédures internes en vigueur ;
Assurer la production tant sur le plan de la qualité requise que sur les délais ;
Assurer le suivi des maintenances ou des vérifications sur les équipements de son groupe ;
Assurer le suivi des EIL, SEQ et des indicateurs qualités sur son secteur, participer aux audits Cofrac, suivre les actions d’amélioration qualité en lien avec le service qualité et la R&D ;
Etre pilote de plans d’actions d'améliorations tant techniques qu'organisationnelles (travail avec les fournisseurs, la R&D, le service excellence opérationnel, l’IT ou encore les achats…).
Cette liste de tâches n'est pas limitative, d'autres missions peuvent s'y ajouter en fonction des besoins du service.

Qualifications
Vous êtes idéalement ingénieur généraliste issu d'une école du groupe A (X, Mines, Ponts, Centrale...), ou ingénieur issu(e) d’une formation scientifique.
Vous êtes rigoureux(se), vous possédez un grand sens pratique et savez être fort(e) de proposition. Autonome, vous faites preuve d’une grande organisation. Vous êtes un(e) excellent(e) communicant(e), possédez de bonnes capacités d’écoute et de synthèse et avez le sens du service client.
Vous êtes une personne de terrain avec le sens du service client. Autonome et rigoureux (se), vous savez gérer votre temps et vos priorités avec efficience.

Informations complémentaires

null",0,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,0,0,0,Nancy ,54.0,
97a4916d849e8ebe,"[""ingenieur""]",Alternant Assistant(e) Ingénieur(e) WCM (H/F),SAINT GOBAIN ISOVER,0.0,Chalon-sur-Saône (71),,"SAINT -GOBAIN, leader mondial de l'habitat, conçoit, produit et distribue des matériaux de construction en apportant des solutions innovantes sur les marchés en…",1,"Apprentissage, Contrat pro","SAINT -GOBAIN, leader mondial de l'habitat, conçoit, produit et distribue des matériaux de construction en apportant des solutions innovantes sur les marchés en croissance des pays émergents, de l'efficacité énergétique et de l'environnement. Saint-Gobain est une maison accueillante, sûre et ouverte sur le monde, dans laquelle on entre pour un parcours.
SAINT-GOBAIN ISOVER est l’une des sociétés de l'activité Isolation, au sein du pôle « Produits pour la construction » du Groupe Saint-Gobain. Au travers de la présence de plus de 9 000 salariés dans une quarantaine de pays, SAINT-GOBAIN ISOVER est une des plus importantes entreprises du Groupe SAINT-GOBAIN. Depuis maintenant plusieurs années, elle reste le leader mondial de l’isolation. (Isover en France : 900 salariés et 380M€ de CA).
Vos principales missions seront :
Rattaché(e) au Responsable Excellence Opérationnelle de l’usine, vos missions principales seront de travailler sur des sujets variés tels que :
Assister le Responsable EO dans l’administration des bénéfices dans les systèmes de reporting
Récupérer et fiabiliser les données servant de base à l’identification des pertes sur le processus de fabrication.
Analyser les pertes et proposer des actions d’amélioration sur le terrain.
Animer des groupes de travail de résolution de problèmes et d’analyses de défaillance.
Assurer le suivi des plans d’actions définis pour la progression du système de management de la démarche WCM.
Piloter l’information et la communication autour des actions engagées et des résultats.
Accompagner l’ensemble des salariés à s’approprier la démarche WCM - élaborer des supports de formation et participer au développement des compétences en formant les opérationnels aux outils.
Profil recherché :
Formation de niveau Bac+5 en amélioration continue
Compétences techniques : outils d’amélioration – 5S, Kaizen, 5 Pourquoi, SPC, Ishikawa, VSM, Maintenance professionnelle et autonome…
Qualités requises : Énergique, autonome, tenace, rigoureux, ayant une capacité d’écoute, de synthèse et de rédaction, ainsi qu’une forte capacité à travailler en équipe.
Lieu de travail : Isover SAINT-GOBAIN Chalon sur Saône
Durée de l’alternance : 12 mois.
Si vous êtes intéressé par cette offre d’alternance, merci de transmettre votre candidature (CV + lettre de motivation).
Type d'emploi : Apprentissage, Contrat pro",0,Publiée à l'instant,,,,,2020-05-20,1,0,1,0,0,0,1,0,0,0,Chalon-sur-Saône ,71.0,
763ef2c6f1f194eb,"[""ingenieur""]",Ingénieur Eau potable et Assainissement,Greenfish,0.0,Paris (75),30 000 € - 40 000 € par an,"Ingénieur eau potable et assainissement ou similaire: 1 an (Souhaité).
Nous recherchons un Ingénieur Eau potable et Assainissement (H/F) afin d’accompagner la…",1,"Temps plein, CDI","Nous recherchons un Ingénieur Eau potable et Assainissement (H/F) afin d’accompagner la réalisation de projets importants en Ile-de-France.
Rattaché aux responsables de l’ingénierie, votre rôle est d’accompagner nos clients sur les activités suivantes :
Partie étude :
- Piloter la réalisation d’études hydrauliques ;
- Contrôler les coûts des différentes études ;
- Valider et assurer l’interface avec les différents interlocuteurs (internes et externes).
Partie terrain :
- Suivre la réalisation des travaux en eau potable et assainissement en tant que MOA/MOE ;
- Assurer le respect des coûts et des délais.
Partie affaires :
- Participer à la modélisation technico-financière des offres pour les contrats de délégation de service public ;
- Participer à l’établissement de la stratégie des offres nouvelles et à renégocier ;
- Coordonner les différents services impliqués (ingénierie, juridique, commercial) ;
- Participer aux réunions de présentation.
Avantages :
Participation au transport
RTT
Titre-restaurant / Panier
Type d'emploi : Temps plein, CDI
Salaire : 30 000,00€ à 40 000,00€ /an
Expérience:
ingénieur eau potable et assainissement ou similaire: 1 an (Souhaité)
Télétravail:
Temporairement en raison du COVID-19",0,il y a 1 jour,an,30000.0,40000.0,35000.0,2020-05-19,1,0,0,0,0,1,0,0,1,0,Paris ,75.0,1.0
