_id,query,title,company,rating_mean,location,salary,summary,sponso,contract,desc,rating_count,day_since,salary_origin_mode,salary_min,salary_max,salary_mean,date,query_ressources+humaines,contract_cdd,contract_contrat pro,contract_indépendant,contract_temps partiel,contract_temps plein,contract_apprentissage,contract_stage,contract_cdi,contract_intérim,location_dirty,dep,salary_band
7f3b33a740ae9e77,"[""ressources+humaines""]",Responsable des Ressources Humaines H/F,E-MOTORS,0.0,Lavau (10),,"Garantir l’accueil et l’intégration des nouveaux collaborateurs pendant la période d’essai.
Accompagnement de l’encadrement dans la gestion humaine :",1,"Temps plein, CDI","Rattaché à la direction générale, vous êtes véritablement le relais de la direction dans la gestion et le développement des Ressources Humaines.
Vous supervisez le service des Ressources Humaines assisté d’une équipe de 3 personnes et vos missions principales sont :
Accompagnement de l’encadrement dans la gestion humaine :
Apporter un support aux managers dans leur relation avec les collaborateurs (individuel ou collectif).
Accompagner le développement managérial au sein de l’entreprise
Gestion administrative :
Garantir l’application de la réglementation sociale dans le suivi administratif du salarié, de l’entrée à la sortie de l’entreprise.
Superviser des dossiers du personnel, des tableaux de bord RH, des procédures administratives associées et des absences.
Gérer les procédures disciplinaires dans l’entreprise
Suivre et contrôler l’organisation de la paie.
Gérer les problématiques du droit social avec les avocats spécialisés.
Recrutement / Intégration / GPEC :
Superviser le processus de recrutement et le sourcing jusqu’à l’embauche
Garantir l’accueil et l’intégration des nouveaux collaborateurs pendant la période d’essai.
Structurer et animer les processus de GPEC (cartographie des emplois, formalisation des rôles et compétences attendues, rédiger les définitions de fonction, évaluation, entretiens individuels …)
Formation :
Proposer une politique de formation
Recueillir les besoins des collaborateurs.
Assurer la gestion du budget de la formation et suivre les dossiers individuels.
De formation Bac+5 en ressources humaines et ou en droit social, vous avez acquis une solide expérience en gestion des Ressources Humaines de minimum 10 ans qui vous ont permis d'affirmer vos compétences techniques, votre savoir-faire dans le domaine des relations sociales et vos capacités relationnelles.
Autonome, rigoureux (se) et organisé(e), vous savez gérer les priorités et anticiper. Vous êtes reconnue(e) pour votre polyvalence, votre sens de la confidentialité, votre fiabilité, votre adaptabilité et votre aisance relationnelle.
Avantages :
Titre-restaurant / Panier
Statut : Cadre
Type d'emploi : Temps plein, CDI
Télétravail:
Non",0,il y a 5 jours,,,,,2020-05-15,1,0,0,0,0,1,0,0,1,0,Lavau ,10.0,
0ed2e277ccf7889f,"[""ressources+humaines""]",GESTIONNAIRE RESSOURCES HUMAINES (H/F),Grand Lyon Métropole,4.0,Lyon (69),,"Expérience professionnelle en gestion des ressources humaines sur les paies et les carrières constitue un préalable nécessaire sur ce poste,.",1,,"Vos missions
gérer la carrière des agents depuis leur recrutement au sein de la collectivité jusqu'à leur départ définitif de la collectivité : suivi des échelons, stage, titularisation, entretien professionnel, préparation des dossiers devant être présentés en CAP, ...
codifier les éléments de paie (régime indemnitaire, mutuelle, PDE, saisie des données variables, …), et effectuer un contrôle individuel de paie,
assurer la gestion administrative du temps de travail et des absences (dont maladie, accidents du travail y compris DO, CLM et CLD) ainsi que l'interface avec l'antenne de gestion,
rédiger les actes de gestion courante afin de les intégrer au dossier individuel de l'agent (arrêtés, attestation, médailles, états de services, …),
assurer la gestion des agents contractuels recrutés par la collectivité : élaboration du contrat, déclarations uniques d'embauche, demandes de casiers judiciaires, attestations pôle-emploi et attestation d'emploi, dispositif saisonnier,
coordonner et contrôler le suivi des absences,
gérer les tickets restaurants,
réaliser des simulations de paie,
contrôler la cohérence des rémunérations des agents relevant de votre portefeuille,
participer au pilotage de la campagne annuelle de Supplément Familial de Traitement et aux autres campagnes annuelles organisées par la Métropole dans le domaine RH,
apporter des réponses auprès des interlocuteurs des services (managers, antennes de gestion, agents) et membres de votre SRH (équipe emploi notamment),
élaborer des requêtes, les analyser et éventuellement les communiquer en appui de réalisation de tableaux de bord et/ou sollicitations.
Vos connaissances et compétences
connaissance du statut et du fonctionnement de la fonction publique territoriale,
connaissance des éléments statutaires et du domaine de la rémunération et de la paie,
expérience professionnelle en gestion des ressources humaines sur les paies et les carrières constitue un préalable nécessaire sur ce poste,
utilisation des outils informatiques indispensable (word, excel, messagerie, SIRH).
Vos aptitudes et qualités
capacité d'initiative, capacité à intégrer des données nouvelles,
qualités relationnelles, sens du contact, de l'écoute,
rigueur, méthode pour organiser et planifier son travail,
discrétion professionnelle,
qualités de conseil.",7,il y a 28 jours,,,,,2020-04-22,1,0,0,0,0,0,0,0,0,0,Lyon ,69.0,
819e012add3ef18b,"[""ressources+humaines""]",Manager en Ressources Humaines en apprentissage,ALESIA Formation,0.0,Marcq-en-Barœul (59),,Alésia formation recrute pour une entreprise partenaire un(e) alternant(e) Appui RRH (H/F) pour rejoindre son Pôle RH au siège social.,0,"Temps plein, Apprentissage","Alésia formation recrute pour une entreprise partenaire un(e) alternant(e) Appui RRH (H/F) pour rejoindre son Pôle RH au siège social. Rattaché(e) à la Responsable RH, au sein d'une équipe RH de 9 personnes, vos principales missions seront les suivantes :
-Participer au déploiement de la politique RH sur le terrain
-Conseiller et accompagner les managers de proximité dans la gestion RH de leurs équipes
-Contrôler la mise en œuvre des bonnes pratiques au sein de l’établissement
-Garantir le respect des obligations légales d’un point de vue du droit du travail et de la convention collective applicable
-Etre en appui de la RRH sur le pilotage managérial (réunions managériales, recrutement et politique de rémunération..)
-Animer la campagne de rémunération annuelle et suivre les budgets
-Accompagner les managers dans l’appropriation des différents éléments applicables aux salariés contractuels
-Piloter le déploiement de projets RH divers : déploiement des nouvelles applications SIRH, sensibilisation à la QVT, …
-Apporter un premier niveau d'information aux agents sur les questions de carrière ou de formation et orienter vers les interlocuteurs concernés du Pôle RH
-Piloter en totale autonomie le processus de recrutement des stagiaires et alternants Cette liste de missions est non-exhaustive et pourra évoluer en fonction de vos aptitudes.
Profil De formation BAC+3 en Ressources Humaines ou en Droit, vous intégrez un Mastère Manager en Ressources Humaines et vous recherchez une alternance dans un environnement épanouissant, formateur, encourageant les initiatives et le travail d’équipe ?
Vous avez un esprit d'analyse et de synthèse développé et êtes un(e) bon(ne) communicant(e). Vous savez gérer au mieux votre travail, faire preuve de discrétion et intervenir sur plusieurs fronts tout en hiérarchisant vos priorités. Organisé(e), curieux (se) et autonome, vous êtes également force de proposition dans les missions confiées. Vous avez une bonne maîtrise du Pack Office et une aisance rédactionnelle reconnue. Vous vous reconnaissez dans ce profil ? Alors n’attendez plus !
Partenaire : SNCF-LILLE
Aucun frais de scolarité pour le candidat !
Type d'emploi : Temps plein, Apprentissage
Formation:
Bac +3 (Licence / Bachelor) (Requis)
Lieu:
Marcq-en-Barœul (59) (Souhaité)
Télétravail:
Non",0,il y a 23 jours,,,,,2020-04-27,1,0,0,0,0,1,1,0,0,0,Marcq-en-Barœul ,59.0,
6b24aac1052c4f33,"[""ressources+humaines""]",ASSISTANT(E) RECRUTEMENT ET FORMATION H/F,Zodio,3.5,Lezennes (59),,"Tu sauras travailler dans un univers où l'autonomie, la prise d'initiatives, et la dimension humaine sont importantes.
Voilà les missions que l’on te propose :",1,,"Si vous vous reconnaissez dans ce portrait...
Tu es sur le point d’intégrer un Master 1 ou 2 RH en alternance et tu souhaites découvrir de nombreuses facettes du métier dans le secteur de la distribution spécialisée.
Tu as envie de découvrir un métier riche, au service des autres, et vivre un rythme effréné ? Voilà les missions que l’on te propose :

Le recrutement:
Accompagner le recrutement de nos futurs collaborateurs magasin et services internes, c’est surfer les yeux fermés sur les jobboards pour mettre en ligne nos annonces, trier les candidatures, effectuer des échanges téléphoniques afin de présenter une shortlist pertinentes aux managers !
C’est aussi organiser des journées recrutement, participer aux salons étudiants et surtout conseiller nos managers sur le sujet !

La formation:
Accompagner la formation chez Zôdio, c’est réaliser le suivi administratif et financier régulier des actions de formation afin d’élaborer le plan de formation (ou plan de développement des compétences comme on l’appelle maintenant ) et aussi optimiser les moyens de financement grâce au montage de dossiers en lien avec notre OPCO.
C’est également participer à l’animation du sujet de la formation auprès des opérationnels, sensibiliser, accompagner, comprendre et développer la formation chez Zôdio.

Comme tu l’auras compris recrutement et formation seront tes sujets principaux mais ils ne seront pas les seuls.
Et oui il y aura aussi la sensibilisation auprès des managers à l’employabilité des travailleurs en situation de handicap et la gestion des déclarations !
Qu'en plus...
Tu es habile de ta plume, à l’aise dans la rencontre avec l’autre et agile, tu n’oublies pas non plus le sens de la confidentialité et la rigueur (et oui, le tout est possible !).
Tu as envie d’apprendre et tu es résolu à nous harceler de questions pour bien comprendre le sens de ce que tu fais …
Tu aimes le commerce car notre métier est tourné au service de nos équipes, nos clients et le produit !
Tu sauras travailler dans un univers où l'autonomie, la prise d'initiatives, et la dimension humaine sont importantes.
Alors voilà ce que nous vous proposons...
De la convivialité, de la créativité, du sens, de la polyvalence et de la détermination (car le chemin n’est pas toujours simple), c’est ce que l’on te propose chez Zôdio !
>
Alors qu'attendez-vous ?
Tu sais que se trouver au bon moment au bon endroit est souvent un hasard, parfois du flair et peut être une fantastique opportunité à saisir.",55,il y a 5 jours,,,,,2020-05-15,1,0,0,0,0,0,0,0,0,0,Lezennes ,59.0,
4aeda25dd0581961,"[""ressources+humaines""]",Chargé de recrutement,THE DOOR MAN Auvergne-Rhône-Alpes,0.0,Clermont-Ferrand (63),,"Veille et chasse directe de candidats potentiels.
THE DOOR MAN se développe et recrute sur l’Auvergne / Rhône-Alpes.
Mise en ligne et mise à jour des annonces.",1,"Temps plein, CDI","CDI - Chargé de recrutement
THE DOOR MAN se développe et recrute sur l’Auvergne / Rhône-Alpes.
Vous aurez pour principales missions le recrutement et l’intégration des Agents Mandataires Immobiliers qui vont rejoindre The Door Man.
Votre rôle consistera à :
· Veille et chasse directe de candidats potentiels
· Mise en ligne et mise à jour des annonces
· Réception des candidatures, présélection et premier appel de qualification
· Planification des entretiens
· Assurer le suivi des candidatures
· Identifier, planifier, préparer et coordonner la présence de The Door Man sur des salons régionaux de recrutement
· Communication
· Gestion des réseaux sociaux
Qualités requises :
· Excellente expression écrite et orale
· Très bon relationnel et qualité d’écoute
· Capacité pour motiver, fonctionner en équipe et coordonner les projets
· Aisance dans l’utilisation des réseaux sociaux
. Esprit créatif
N’hésitez pas à nous contacter pour plus de renseignements.
Type d'emploi : Temps plein, CDI
Expérience:
Recrutement: 1 an (Souhaité)",0,il y a 5 jours,,,,,2020-05-15,1,0,0,0,0,1,0,0,1,0,Clermont-Ferrand ,63.0,
de231339862b49a4,"[""ressources+humaines""]",Gestionnaire Ressources Humaines H/F,Centre Hospitalier de réadaptation de Maubreuil,0.0,Saint-Herblain (44),1 800 € - 1 850 € par mois,"Gestion des contrats de travail : rédaction contrat, visite médicale, intégration,.
Le Centre Hospitalier de réadaptation Maubreuil fait partie de la fonction…",1,"Temps plein, CDI","Le Centre Hospitalier de réadaptation Maubreuil fait partie de la fonction publique et du groupement hospitalier territorial (GHT 44).
Nous sommes à la recherche d'un Gestionnaire administratif(ve) Ressources Humaines effectuant les missions suivantes :
Administration du personnel :
-Participation au recrutement : diffusion offre, tri CV,
- Gestion des contrats de travail : rédaction contrat, visite médicale, intégration,
- Étude et négociation des salaires ;
Gestion des stagiaires : convention de stage, relation école, attestation stage;
Gestion de l'intérim : gérer les demandes, suivi du budget, valider les factures, contact direct avec les agences d’intérim;
Gestion du logiciel des temps AGILETIME : gestion des compteurs, bilan de la DATTH/SATTH, interface et lien avec les cadres de santé, application du guide de gestion du temps ;
Gestion des heures syndicales : déclaration des heures mutualisées à l’ARS, suivi des heures;
Gestion du plan de formation : élaboration du plan, inscription des agents, suivi du budget, intégration dans logiciel GESFORM, veille juridique sur les dispositifs, bilan du suivi en instances;
Gestion des CET.
En polyvalence (sur du long terme) :
-Paie
-Gestion des carrières
-Gestion des grèves et du courrier
Adresser OBLIGATOIREMENT un CV et une Lettre de motivation;
Type d'emploi : Temps plein, CDI
Salaire : 1 800,00€ à 1 850,00€ /mois
Expérience:
domaine Ressources Humaines: 1 an (Requis)
Télétravail:
Non",0,il y a 15 jours,mois,21600.0,22200.0,21900.0,2020-05-05,1,0,0,0,0,1,0,0,1,0,Saint-Herblain ,44.0,0.0
e0a3e4e5dfad47a9,"[""ressources+humaines""]",CHARGE(E) DES RESSOURCES HUMAINES,Dalkia,3.9,Toulouse (31),,"Nous recherchons, en CDD, pour la Direction Régionale de Toulouse un(e) chargé des ressources humaines confirmé(e).",1,,"Dalkia, filiale du Groupe EDF, est le leader des services énergétiques en France. Proposer des solutions sur-mesure à l'échelle de chaque bâtiment, chaque ville, chaque collectivité, chaque territoire et de chaque site industriel, telle est notre vocation.

Descriptif du poste
Rejoignez un acteur majeur de la transition énergétique
Dalkia, filiale du groupe EDF, propose à ses clients, Collectivités et Entreprises, des solutions innovantes pour réaliser des économies d'énergie et favoriser le développement des énergies renouvelables.

Nous recherchons, en CDD, pour la Direction Régionale de Toulouse un(e) chargé des ressources humaines confirmé(e).
Rattachée à la Direction RH de la région Sud-Ouest de Dalkia, vos principales missions seront les suivantes :
Rédaction d'annonces sur différents canaux y compris réseaux sociaux;Tri de CVs
Entretiens téléphoniques et Entretiens physiques en lien avec les managers opérationnels
Assurer le suivi de votre activité : rédaction des comptes rendus, alimentation de tableaux de bords
Campagne alternance 2019/2020: vous prenez en charge le recrutement des alternants
Vous participez aux actions de promotion des métiers de l’entreprise à travers la participation à des forums / salons emploi et projets transverses.
Conseil et Accompagnement des managers (en RH, droit du travail, organisation, management, etc),
Suivi des situations de santé (restrictions, repositionnement, relation avec les médecines du travail),
Participation projets transverses RH
Dans le cadre de votre poste, vous pourrez être amené(e) à partir ponctuellement en déplacement professionnel.

Compétences requises
De formation BAC+5 en Ressources Humaines ou Droit du Travail, vous justifiez d'une expérience d'au moins 5 ans dans le domaine du recrutement, de préférence, sur des profils techniques en agence de travail temporaire, cabinet de recrutement ou en entreprise de services énergétiques.


Vous maîtrisez les outils informatiques, notamment Excel (recherche verticale, tableau croisé dynamique...) et savez utiliser des outils de requêtes, les réseaux sociaux, Job.
Vous êtes à l'aise sur les canaux de diffusion : réseaux sociaux, job boards
Vous avez de bonnes qualités rédactionnelles.


Forte motivation, bon état d'esprit, capacités d'intégration et d'adaptation rapide, capacité à travailler en équipe, synthèse, curiosité, proactivité, excellent relationnel, discrétion sont autant d'atouts qui vous permettront de réussir à ce poste.",467,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,0,0,0,Toulouse ,31.0,
3e8cb965ca8e8b39,"[""ressources+humaines""]",Gestionnaire RH magasin H/F,Primark,3.6,Toulouse (31),,"Vous êtes actuellement à la recherche d'un stage en ressources humaines.
Intégration des nouveaux collaborateurs; suivi des visites médicales; suivi des…",1,,"GESTIONNAIRE RESSOURCES HUMAINES MAGASIN H/F

Stage - Poste basé à Toulouse (31)

Dans un magasin qui compte plusieurs centaines de salariés, vous intégrerez une équipe RH dans un environnement très dynamique.

Rattaché(e) au RRH du magasin, vous assurez les missions suivantes:

Support aux recrutement des collaborateurs employés et agents de maîtrise (co-animation des sessions collectives de recrutement, évaluation de candidats, suivi des candidatures dans l'outil interne)
Saisie des embauches dans l'outil SIRH,
Mise à jour des entrées/sorties dans le système de gestion RH,
Création et suivi des dossiers du personnel,
Intégration des nouveaux collaborateurs; suivi des visites médicales; suivi des mutuelles;
Gestion des plannings
Formation : procéder à la formation des salariés sur des items précis, suivre le plan de formation, plus particulièrement la formation relative à la sécurité,
Législation : contrôle des documents relatifs à la législation des salariés étrangers,

Cette liste est bien sûr non exhaustive et pourra évoluer avec les besoins du magasin.

PROFIL RECHERCHÉ

Pour être sélectionné(e), plusieurs points clé sont indispensables :

Vous êtes actuellement à la recherche d'un stage en ressources humaines
A la recherche d'une alternance pour la rentrée prochaine 2020-2021
Disponibilité immédiate, du lundi au samedi, jusque mi-septembre

Votre aisance relationnelle, votre rigueur et votre adaptabilité sont de sérieux atouts pour réussir à ce poste.

Polyvalent(e) et flexible, vous faites preuve de réactivité et d’esprit d’équipe afin d’atteindre les objectifs de votre service RH.

Enfin, vous maîtrisez le Pack Office.

Êtes-vous prêt(e) pour une nouvelle expérience ? Qu’attendez-vous ? Allez-y…Postulez maintenant !",7260,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,0,0,0,0,0,Toulouse ,31.0,
3c4372cc8ad15c56,"[""ressources+humaines""]",CHARGE PAIE - ADMINISTRATION DU PERSONNEL,E.Leclerc,3.4,Wintzenheim (68),,"Analyser et saisir les éléments variables de paie (congés, absences, temps de travail...),.
Leclerc de Wintzenheim emploie 230 salariés dans des métiers…",1,CDI,"Mieux nous connaître
Le centre E.Leclerc de Wintzenheim emploie 230 salariés dans des métiers alimentaires et non-alimentaires.

Les 529 adhérents E.Leclerc exploitant 662 magasins indépendants en France, emploient 129.000 salariés. L’enseigne E.Leclerc a réalisé un chiffre d’affaires de 37,75 milliards d'euros (hors carburant) en 2018 et est le leader de la distribution française avec une part de marché de 21,6 %.

Faire partie de l'enseigne E.LECLERC, c'est intégrer une fédération d'entreprises dynamiques, en croissance et qui se démarquent autant par leur mode de fonctionnement que par leur capacité à innover et à bouleverser les idées reçues.
Descriptif de l'offre
Nous recherchons un(e) Technicien(ne) Paie - Administration du Personnel afin de consolider notre service Ressources Humaines. Vous intégrerez une entreprise dynamique et assurez un rôle essentiel auprès du Responsable des Ressources Humaines et de la Direction.

Vos principales missions seront les suivantes :
Gestion de la paie :
Analyser et saisir les éléments variables de paie (congés, absences, temps de travail...),
Contrôler l'application des règles légales et/ou conventionnelles, notamment en matière de temps de travail,
Etablir les attestations relatives à la paie (maladie, AT, Pôle Emploi...),
Gérer les relations avec les différents organismes sociaux (déclarations, remboursements...),
Vérifier et contrôler les bulletins de paie (~ 250 paies / mois),
Procéder aux différentes déclarations sociales (DSN, URSSAF, Retraite, Prévoyance...),
Procéder au calcul et réaliser les bulletins d'intéressement / participation en fonction des accords en vigueur,
Etablir et mettre à jour des tableaux de bord,
Administration du personnel :
Assurer la gestion administrative et à la mise à jour des dossiers du personnel de l'entrée du salarié jusqu'à sa sortie,
Rédiger les contrats de travail et avenants,
Organiser et suivre les visites médicales.
Participer à l'élaboration et / ou à la mise à jour des procédures (paie, temps de travail...)
Profil recherché
Vous avez suivi une formation spécialisée en paie (Bac+2/3), ou disposez d'une expérience professionnelle équivalente.

Vous êtes opérationnel(le) dans la gestion quotidienne de la paie.

Vous êtes curieux(se), dynamique et savez faire preuve de discrétion.

Vous vous reconnaissez dans ce profil, et souhaitez intégrer une entreprise dynamique ?

N'hésitez plus, rejoingnez-nous !

Rémunération fixe mensuelle * 13 mois ; mutuelle ; prévoyance",4964,il y a 4 jours,,,,,2020-05-16,1,0,0,0,0,0,0,0,1,0,Wintzenheim ,68.0,
2325d6ff05ee155d,"[""ressources+humaines""]",Gestionnaire Ressources Humaines H/F,Cap'vacances,3.2,Brioude (43),,"Gestionnaire ressources humaines h/f ou similaire: 1 an (Requis).
Participer à la rédaction des documents administratifs RH spécifiques à la vie du contrat.",1,"Temps plein, CDI","Vous souhaitez intégrer une société en pleine expansion dans le secteur du tourisme pouvant vous offrir des challenges et des perspectives d'évolution intéressantes ? Alors, rejoignez-nous !
CAP VACANCIEL (75 millions d'Euros de CA) est issue du rapprochement entre CAP VACANCES et VACANCIEL, deux spécialistes français des séjours tout compris en village club. Ce rapprochement récent (01/12/2018) permet l'exploitation et la commercialisation de 37 établissements touristiques en France (bord de mer, montagne et campagne) de qualité exceptionnelle.
Vous êtes en charge d'un nombre d'établissements sur une zone géographique donnée et vous êtes référent sur un métier en particulier (Restauration ou Hébergement ou Maintenance ou Animation).
Le recrutement :
- Participer à la mise en place de partenariats (jeunes diplômés, stagiaires, alternants…) conformément à la compétence métier retenue
- Gérer l'ensemble du processus du recrutement externe pour les hôtels dont vous avez la charge (diffusion d'annonces, sélection des candidatures, entretiens, contrôle de référence, affectation aux postes de travail)
- Participer aux campagnes de mobilité des salariés saisonniers titulaires d'une saison à l'autre
- Représenter l'entreprise dans l'ensemble des manifestations liées au recrutement
Le suivi des salariés :
- Assurer le suivi de carrière des salariés saisonniers titulaires, des responsables de service, et des salariés sous contrats spécifiques (apprentis…)
- Coréaliser les entretiens professionnels pour les salariés présents sur la zone
- En charge de la MAJ de l'outil SI gestion de carrière pour l'ensemble de la population sur la zone géographique
Le suivi administratif et la relation avec le directeur de l'hôtel :
- Objectif : être la porte d'entrée du directeur au siège pour toutes les questions managériales
- Participer à l'élaboration et l'édition des contrats de travail
- Participer à la rédaction des documents administratifs RH spécifiques à la vie du contrat.
Autre :
- Des missions de gestion de projet sont envisageables (GPEC, Système d'informations, développement de la marque employeur…).
Rémunération : négociable selon expérience
Avantage : 13ème mois, mutuelle
Le poste est basé à BRIOUDE (43100). Des déplacements ponctuels sur les établissements ou dans le cadre de sessions de recrutement sont à prévoir.
Type d'emploi : Temps plein, CDI
Expérience:
gestionnaire ressources humaines h/f ou similaire: 1 an (Requis)",29,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,1,0,0,1,0,Brioude ,43.0,
e69f62e087b9705c,"[""ressources+humaines""]",Responsable RH H/F,Agroalimentaire,0.0,Clermont-Ferrand (63),26 381 € - 53 171 € par an,"Vous assurez également le lien sur la sécurité ; personne ressource sécurité, DUER, Pénibilité Ergonomie.
Rattaché à la Direction Générale sur Clermont-Ferrand,…",1,"Temps plein, CDI","Groupe Agroalimentaire, de fabrication de fromage dotée d'une culture industrielle, recherche un RRH multi site H/F
Rattaché à la Direction Générale sur Clermont-Ferrand, vous assurez le Développement Humain du Groupe ainsi que la Gestion Administrative des Ressources Humaines sur l’ensemble des sites du groupe
ACTIVITES PRINCIPALES
- Coordonne la gestion administrative du personnel sur le périmètre confié
- Exerce une veille sur l’ensemble des obligations légales liées à la gestion administrative du personnel
- Supervision et appui de la paie
- Accompagne les Directions Op. dans leurs décisions (Gestion du personnel)
- Prépare et anime les réunions avec les membres du CSE et suit les engagements pris
- Gestion du Recrutement
- Gestion de la Formation
- Vous assurez également le lien sur la sécurité ; personne ressource sécurité, DUER, Pénibilité Ergonomie
Statut : Cadre
Type d'emploi : Temps plein, CDI
Salaire : 26 381,00€ à 53 171,00€ /an
Avantages :
Épargne Salariale
Expérience:
responsable rh h/f ou similaire: 3 ans (Souhaité)
Télétravail:
Temporairement en raison du COVID-19",0,il y a 8 jours,an,26381.0,53171.0,39776.0,2020-05-12,1,0,0,0,0,1,0,0,1,0,Clermont-Ferrand ,63.0,1.0
3c1ff805bc8cf4ce,"[""ressources+humaines""]",Assistant RH H/F,Terrena,3.8,Ancenis (44),,"Participera au recrutement : rédaction d’annonce, présélection, qualification téléphonique, planification des entretiens et envoi des convocations.",1,CDI,"Type de contrat : CDI
Société
Vous rejoignez Terrena, 1ère coopérative agricole et agroalimentaire polyvalente de France. Le groupe est présent sur tout le Grand Ouest et partage un projet commun : inventer La Nouvelle Agriculture®. Pour le mettre en œuvre, Terrena s’appuie sur une multitude de métiers, ce qui offre également de nombreuses possibilités d’évolution.
N’hésitez pas à nous suivre sur terrena.fr ou sur linkedin !
Mission
L’équipe de Nathalie recherche un(e) Assistant RH H/F qui :
Prendra en charge la gestion et le suivi des intérimaires, des stagiaires et des alternants en autonomie
Participera au recrutement : rédaction d’annonce, présélection, qualification téléphonique, planification des entretiens et envoi des convocations
Contribuera à la construction et au suivi du plan de formation
Mettra en place des tableaux de bords et indicateurs RH et s’assurera de leur suivi et mise à jour
Assistera les RRH dans leurs missions quotidiennes
Nous avons hâte de vous accueillir !
Profil
Au-delà de votre expertise, nous comptons sur votre motivation et votre personnalité.
Vous êtes rigoureux et organisé
Vous savez gérer les urgences et les priorités
Vous avez déjà une expérience sur une fonction similaire
Vous avez idéalement une licence en Ressources Humaines",51,il y a 5 jours,,,,,2020-05-15,1,0,0,0,0,0,0,0,1,0,Ancenis ,44.0,
e174e766e1cb5dba,"[""ressources+humaines""]",Chargé(e) RH,Claudie Pierlot,3.6,Paris (75),,"Part of SMCP group, Claudie Pierlot has since its creation in Paris in 1984 been a strong brand focusing on beautiful fabrics and materials to create a look…",1,"Temps plein, Stage","Company Overview



Part of SMCP group, Claudie Pierlot has since its creation in Paris in 1984 been a strong brand focusing on beautiful fabrics and materials to create a look that reinterprets classic Parisian style with a modern twist. This makes the brand immediately identifiable to our customers and a wider fashion audience. The brand continues to develop both in France and internationally and it is for this reason that we are searching for great new talent.

www.claudiepierlot.fr



Intégré(e) au sein de la Direction des Ressources Humaines de Claudie Pierlot, vous serez en charge des missions suivantes :

Administration du personnel :
Suivi et coordination de l’ADP (contrats, avenants, absences…)
Réalisation et suivi des exit interviews

Recrutement :
Gestion classique du process (diffusion d'annonces, tri de CV, entretiens téléphoniques, entretiens en face à face)
Pilotage de divers Jobboard
Organisation d'événements (entretiens collectifs / journées recrutement / salons / etc.)

Formation :
Animation de formations RH auprès des Responsables de Boutiques
Mise à jour des books de procédures RH
Mise à jour des tableaux de suivi et saisie administrative


Développement RH :
Participation à la construction de divers projets RH (partenariats Pôle Emploi, test outil job desk, test plateforme E-learning…)

Juridique :
Support de la RRH dans le montage de dossiers disciplinaires
Rédaction de courriers disciplinaires
Profile



Etudiant(e) en Ecole de Commerce ou en Université spécialisée en Ressources Humaines, vous êtes doté(e) d'un bon sens relationnel, vous êtes organisé(e), réactif(ve) et fiable. La maîtrise de l'anglais est un plus.
Divers
Début : Septembre 2020
Basé à Paris, 1er",338,Il y a plus de 30 jours,,,,,2020-04-20,1,0,0,0,0,1,0,1,0,0,Paris ,75.0,
