_id,query,title,company,rating_mean,location,salary,summary,sponso,contract,desc,rating_count,day_since,salary_origin_mode,salary_min,salary_max,salary_mean,date,query_commercial,contract_temps plein,contract_cdd,contract_apprentissage,contract_indépendant,contract_temps partiel,contract_stage,contract_intérim,contract_contrat pro,contract_cdi,location_dirty,dep
52d033cb90857f91,"[""commercial""]",ASSISTANT(E) COMMERCIAL(E) SEDENTAIRE H/F,ENTHEOR,0.0,Lyon (69),,"Vérification de l’éligibilité d’un dossier : vérifier la viabilité selon les compétences.
Au sein du pôle commercial, vous aurez pour missions :",1,"Temps partiel, CDD","Qui sommes-nous ?
Enthéor est un organisme de formation spécialisé dans la VAE et les bilans de compétences.
Notre siège est basé à Lyon, à proximité de la gare SNCF Part-Dieu Villette.
Le cabinet est réparti en trois pôles : Commercial, Administratif et Formation.
Actuellement en plein développement, nous collaborons à ce jour avec 50 consultants répartis dans 15 sites sur toute la France.
Nous recherchons un(e) assistant(e) commercial(e) en CDD de 03 mois éventuellement prolongé en CDI.
Le poste à pourvoir en juin 2020.
Nous souhaitons promouvoir un service de proximité dans une entreprise dynamique et en pleine croissance.
Vos missions :
Au sein du pôle commercial, vous aurez pour missions :
1. Prise de contact avec les bénéficiaires : répondre aux demandes d’information concernant le fonctionnement de la VAE
2. Prise des rendez-vous : prise de rendez-vous pour l’équipe commerciale et gestion du planning
3. Vérification de l’éligibilité d’un dossier : vérifier la viabilité selon les compétences
4. Proposition des offres commerciales : Définir le moyen de financement et la prestation nécessaire selon projet du bénéficiaire
5. Communication en interne : Transmettre les informations au service administratif pour la réalisation des devis, répondre aux demandes sur les dossiers en cours
Votre profil :
Vous disposez d’un bac +2 dans le domaine du commercial et d‘un minimum de 3 ans d’expérience dans un poste comparable.
Autonome et volontaire, vous possédez un excellent sens relationnel et une bonne aisance commerciale.
Votre rigueur et votre esprit de synthèse seront un atout pour ce poste.
Vous souhaitez rejoindre notre équipe dynamique ? Vous souhaitez développer vos compétences ? Rejoignez-nous !
Type d'emploi : Temps partiel, CDD
Expérience:
assistant(e) commercial(e) sedentaire h/f ou similaire: 2 ans (Requis)
Télétravail:
Oui",0,Aujourd'hui,,,,,2020-05-20,1,0,1,0,0,1,0,0,0,0,Lyon ,69.0
c828f59ec0597500,"[""commercial""]",Assistant(e) Commerciale,FONCIA NANCY,3.4,Nancy (54),,"Gérer les agendas des commerciaux.
Assistant(e) commerciale: 1 an (Souhaité).
Au sein de notre agence de Nancy, nous recherchons un profil commercial, qui…",1,CDD,"Au sein de notre agence de Nancy, nous recherchons un profil commercial, qui gerera son activité en autonomie. Les taches sont diverses :
- Effectuer la mise à jour des fichiers et la constitution des dossiers
- Gérer les agendas des commerciaux
- Gérer l'organisation et la gestion des vitrines
- Prendre en charge les appels, l'accueil des clients candidats à la location, à l'achat ou à la vente
Type d'emploi : CDD
Expérience:
assistant(e) commerciale: 1 an (Souhaité)
Télétravail:
Non",376,il y a 28 jours,,,,,2020-04-22,1,0,1,0,0,0,0,0,0,0,Nancy ,54.0
fa977b87a392bf94,"[""commercial""]",Commercial junior itinérant,Veritable,2.5,Rennes (35),24 000 € - 30 000 € par an,"Vous appréciez travailler avec les professionnels de la distribution et les points de vente indépendants.
S’assurer de la bonne présentation des produits en…",1,"Temps plein, CDD","Description du poste
Rejoignez Véritable et son équipe à taille humaine : une entreprise dynamique et innovante qui change notre manière de se nourrir !
Postuler sur Indeed en envoyant : CV + LM.
Poste de commercial itinérant en home office.
--------------------------
A Propos de Véritable®
Véritable est une PME créée en 2015 qui développe des solutions d’agriculture urbaine pour les particuliers. Élégants et simples d’utilisation, les potagers Véritable® permettent à tous de cultiver des plantes comestibles de qualité directement dans sa cuisine et toute l’année.
Consommer des produits frais, sains, locaux et respectueux de l’environnement : telle est la philosophie de Véritable®.
Le « Made in France» fait partie de son ADN. Véritable® valorise les savoir-faire locaux et s’implique dans son environnement socio-économique.
www.veritable-potager.com
---------------------------------
Vos missions:
Véritable® recrute un commercial junior itinérant qui aura la mission de développer le chiffre d'affaires sur les canaux de ventes physiques.
Sous la direction du dirigeant et du responsable commercial, vous contribuerez à la définition de la stratégie commerciale de la marque, et serez garant de son déploiement sur votre secteur géographique.
Prospection
-Etablir un plan de prospection actif, physique et téléphonique sur votre secteur.
-Etablir et négocier des propositions commerciales adaptées pour les points de vente.
Fidélisation
-Entretenir les relations commerciales, et suivre les performances de vente de chaque point de vente.
-Gérer et développer le chiffre d'affaires des magasins distributeurs de la marque Véritable®
Merchandising
-S’assurer de la bonne présentation des produits en point de vente pour garantir une visibilité maximale en respectant les préconisations d'implantation.
Reporting
-Assurer le reporting auprès du responsable commercial
-Veille concurrentielle et veille marché
-Photos d'implantation
-Remontées terrain
Salons
-Participer aux salons professionnels et aux salons d'enseignes.
Prérequis :
Formation Bac+2 minimum
Expérience en GMS produit grand public
Vous avez un sens relationnel développé. Vous appréciez travailler avec les professionnels de la distribution et les points de vente indépendants.
Autonome, vous savez trouver les bons contacts, et ouvrir des portes pour développer une activité.
Dynamique, vous aimez le contact humain et vous avez une bonne force de persuasion.
En fin négociateur, vous savez développer des relations commerciales durables et motiver les partenaires sur des opérations de vente.
La maîtrise d'une seconde langue vivante est un plus.
-------------
Secteur à couvrir: Grand Ouest
Déplacements : Basé dans l'Ouest de la France.
Poste de commercial itinérant en home office.
Nombreux déplacements à prévoir.
Avantages : Véhicule de fonction Clio 2 places, Smartphone, PC.
Avantages :
Véhicule de fonction
Type d'emploi : Temps plein, CDD, CDI
Salaire : 26 000,00€ à 30 000,00€ /an
Avantages :
Véhicule de fonction
Participation au transport
Type d'emploi : Temps plein, CDD
Salaire : 24 000,00€ à 30 000,00€ /an
Expérience:
commercial H/F: 1 an (Souhaité)",2,il y a 1 jour,an,2000.0,2500.0,2250.0,2020-05-19,1,1,1,0,0,0,0,0,0,0,Rennes ,35.0
1ed03e3afe3ddc6b,"[""commercial""]",COMMERCIAL VEHICULE D'OCCASION F/H,Recrutement Réseau Renault,0.0,Trélissac (24),,"Comme les 1600 collaborateurs que compte le groupe, vous contribuerez au quotidien, à faire de lui sur ses territoires, un professionnel de référence dans l…",1,CDI,"L’équipe de la concession Renault du Groupe Faurie à Trélissac attend avec impatience de connaître son futur collègue H/F.

Avec eux, nous recherchons un COMMERCIAL VEHICULE D'OCCASION H/F en CDI, à TEMPS PLEIN.

En nous rejoignant :
Vous intégrez une entreprise du Groupe Faurie, qui depuis sa création en 1927, n’a cessé de se développer.
Comme les 1600 collaborateurs que compte le groupe, vous contribuerez au quotidien, à faire de lui sur ses territoires, un professionnel de référence dans l’automobile et le poids lourd
Vous êtes membre d'une équipe d'une dizaine de personnes. Votre rôle est d’offrir à votre client une expérience commerciale si réussie, qu'il vienne pour vous, plus que pour n'importe quelle autre bonne raison. En tant que conseiller, vous lui proposez LA solution de mobilité qui correspond à ces attentes. En tant que commercial, vous adorez les défis ambitieux et vous considérez qu'un objectif n'est atteint que lorsqu'il est dépassé ! L’aventure vous tente ? POSTULEZ !

Voici les défis qui vous attendent :
La vente des véhicules d’occasion et des services associés
L’animation du lieu de vente
Le développement clientèle de l’affaire
L'accueil des clients
La gestion administrative des dossiers de vente
Vous êtes :
Titulaire d'une expérience sur des fonctions similaires dans l'automobile.
Curieux/se, ouvert/e, persuasif/ve
Reconnu/e pour votre sens de l’organisation, et votre capacité d’expression et de négociation
Doté/e d'un bon relationnel
Permis B exigé",0,il y a 5 jours,,,,,2020-05-15,1,0,0,0,0,0,0,0,0,1,Trélissac ,24.0
e8f3cc727b749893,"[""commercial""]",Délégué commercial René FURTERER H/F,Pierre Fabre,3.9,Nord,,"Rémunération fixe +variable + panier déjeuner + voiture + téléphone + Ordinateur.
Une expérience au sein du circuit coiffure serait un plus.",1,"Temps plein, CDD","Votre mission
Rattaché au Directeur régional, vous êtes responsable sur votre secteur de la promotion et de la vente des produits des laboratoires René Furterer auprès de nos partenaires Coiffeurs et Salons de Coiffure.
A ce titre, vous :

Présentez, négociez la vente des produits de la Marque, mettez en valeur les besoins du consommateur et les avantages des produits en utilisant les éléments de promotion commerciale, vos connaissances dermo-cosmétiques en valorisant les services de l'Entreprise ;
Promouvez, conseillez et aidez à la revente des produits, en vous appuyant sur leurs avantages par rapport à la concurrence et en mettant en place des opérations destinées à favoriser leur écoulement (merchandising, conseil en gestion commerciale…) ;
Organisez et planifiez votre activité afin d’assurer un suivi homogène de votre secteur et proposez des plans d’action adaptés au potentiel des clients du secteur ;
Traitez quotidiennement les commandes, les éventuels litiges et assurez un suivi administratif quotidien pour chaque client en communiquant à votre hiérarchie les informations relatives à la concurrence.

Lieu d'habitation souhaité 59, sur le secteur obligatoirement
Secteur :02-59-62-80
Rémunération fixe +variable + panier déjeuner + voiture + téléphone + Ordinateur

Profil recherché
De formation commerciale Bac+2 à Bac+5 vous possédez une expérience commerciale réussie d’au moins 3 ans.
Une expérience au sein du circuit coiffure serait un plus
Maitrise des techniques de vente et de négociation
Maitrise des outils bureautiques
Persuasion, sens du résultat et du service client
Qualités relationnelles et de communication",182,Il y a plus de 30 jours,,,,,2020-04-20,1,1,1,0,0,0,0,0,0,0,Nord,
39dc1d693e2aabbd,"[""commercial""]",Agent commercial indépendant H/F,Lyco Prestige,0.0,Paris (75),3 670 € - 4 485 € par mois,"Vous êtes commercial(e) indépendant(e), motivé(e), et vous aimez la vente, alors cette mission est faite pour vous.
Commercial H/F: 1 an (Souhaité).",1,"Temps plein, Temps partiel, Freelance / Indépendant","Vous êtes commercial(e) indépendant(e), motivé(e), et vous aimez la vente, alors cette mission est faite pour vous.
En partenariat avec une une grosse société spécialisée dans le marketing d'affiliation digitale, nous sommes à la recherche de commerciaux indépendants et motivés qui savent convaincre et vendre.
Si vous faites partie des commerciaux qui aiment vendre plus pour gagner plus alors cette opportunité unique vous est offerte.
Rejoignez-nous vite !
Rémunérations très intéressantes et primes à la clé.
Type d'emploi : Temps plein, Temps partiel, Freelance / Indépendant
Salaire : 3 670,00€ à 4 485,00€ /mois
Expérience:
commercial H/F: 1 an (Souhaité)
Télétravail:
Oui",0,Aujourd'hui,mois,3670.0,4485.0,4077.5,2020-05-20,1,1,0,0,1,1,0,0,0,0,Paris ,75.0
991d1a65bf035487,"[""commercial""]",Responsable du développement commercial H/F,CCI PARIS ILE-DE-FRANCE,3.7,Jouy-en-Josas (78),63 000 € par an,"Vous définissez et mettez en œuvre le plan d’actions commerciales, au travers de la fixation des objectifs commerciaux des équipes concernées.",1,"Temps plein, CDI","La filière Bâtiment-Energie-Mobilité-Paysage couvre les formations essentielles à la construction du Grand Paris. Elle porte sur la construction, l'installation et la maintenance en s'orientant sur des techniques d’avenir. Les formations dispensées seront réparties sur 5 sites (Aubergenville (78), Jouy-en-Josas (78), Gennevilliers (92), Orly (94) et Paris Gambetta (75), avec une offre de formations initiale allant du CAP au BAC+5 ainsi que le développement d'une offre de formation continue sur tout le territoire francilien. Plus de 2 000 jeunes seront formés au sein de cette filière ainsi que des adultes (près de 4000 stagiaires).
La filière cherche un Responsable du développement commercial
Rattaché au Directeur de la filière, membre du comité de direction, vous concevez et pilotez le développement commercial de toute l’offre de l’école (formation continue, relations entreprises et partenaires, etc.), dans ses dimensions stratégiques et opérationnelles. Vous managez les équipes dédiées au développement commercial et garantissez le respect des engagements financiers de l’établissement.
Vos principales activités sont les suivantes :
Vous définissez et pilotez la stratégie de développement des partenariats avec les entreprises et acteurs de la formation (branches professionnelles, OPCO, organismes publics...). Vous assurez la relation avec les partenaires à fort enjeu (financier, d’image…).
Vous développez l’activité commerciale, tant pour la formation initiale que pour la formation continue, et vous supervisez l’activité de placement des apprentis, la collecte de la taxe d’apprentissage ainsi que le développement de partenariats marchands et non marchands.
Vous assurez une veille concernant la structure de financement des organismes de formation, le mécénat et les partenariats dans le secteur de l’enseignement et de la formation.
Vous contribuez à la définition de la stratégie globale de promotion de la filière en France et à l’international et représentez la filière dans un objectif de valorisation et de networking.
Vous élaborez plus particulièrement la stratégie de développement de la formation continue selon une logique commerciale.
Vous assurez la mise en place des actions commerciales nécessaires à la vente des programmes en s’appuyant sur les chargés de développement FC.
Vous initiez l’évolution du catalogue de formations continues dans un souci d’équilibre économique, et organisez, en lien avec le responsable de la communication, la promotion des programmes (site internet, réseaux sociaux…)
Vous garantissez la qualité des prestations de formation continue et contribuez au processus de certification des formations continues en assurant la gestion des critères de qualité.
Vous managez les équipes multi-sites (une quinzaine de collaborateurs) et pilotez l’activité. A ce titre, vous élaborez le budget consolidé du Pôle Commercial, assurez un reporting à la Direction Générale et garantissez les mesures correctrices nécessaires.
Vous définissez et mettez en œuvre le plan d’actions commerciales, au travers de la fixation des objectifs commerciaux des équipes concernées.
Vous définissez et mettez en place les procédures de suivi et d’analyse des indicateurs d’activité et de performance nécessaires à l’atteinte des objectifs du pôle. Vous accompagnez l'évolution - en termes de compétences, de carrière, etc. – de vos collaborateurs (préparation du plan de formation, fixation d'objectifs, entretiens professionnels...) en veillant prioritairement au développement des compétences et au maintien de leur employabilité.
Vous participez au recrutement des collaborateurs de la Direction.
PROFIL SOUHAITE
De formation supérieure, vous justifiez d‘une expérience professionnelle confirmée dans une fonction de direction similaire. Vous êtes capable de créer une dynamique de développement commercial et partenarial et votre sens du résultat est reconnu.
Excellent relationnel, aptitude à animer un réseau de partenaires et à motiver une équipe multi sites, et capacité d’innovation sont nécessaires pour réussir dans cette fonction.
Poste nécessitant de fréquents déplacements sur les différents sites de la filière (Aubergenville, Gennevilliers, Jouy en Josas, Orly, Paris Gambetta)
Permis B Obligatoire
Poste basé sur Jouy ou Orly
Avantages :
Participation au transport
13ème mois
Titre-restaurant / Panier
Type d'emploi : Temps plein, CDI
Salaire : 63 000,00€ /an",11,il y a 7 jours,an,5250.0,5250.0,5250.0,2020-05-13,1,1,0,0,0,0,0,0,0,1,Jouy-en-Josas ,78.0
9ca32d55fb5f59a7,"[""commercial""]",Coordinateur commercial H/F,Sa GP05 - Superalp,0.0,Sisteron (04),21 000 € par an,"Il décline la stratégie globale technique et commerciale du groupe et participe à la définition des objectifs.
Coordinateur commercial H/F: 1 an (Souhaité).",1,"Temps plein, CDI","Finalités : Le coordinateur commercial évolue au sein d’un ensemble de structures partenaires (Organisation de producteurs, stations de conditionnement). Il décline la stratégie globale technique et commerciale du groupe et participe à la définition des objectifs.
Activités principales :
Le Coordinateur commercial réalise un arbitrage afin de choisir les commandes les plus opportunes en fonction du prix du marché, des stocks, des marchandises disponibles et de la capacité de production de la station de conditionnement (et des stations satellites). Son opportunisme permet d’organiser les départs de marchandise du jour et devenir une station clé pour notre partenaire commercial.
Il participe au suivi d’indicateurs clés concernant la mise à jour des coûts de la station afin de pouvoir effectuer les arbitrages en connaissance de cause. L’arbitrage des commandes est fait dans l’intérêt économique des 30 producteurs associés. Il a une vision du marché actualisée quotidiennement.
Activités secondaires :
Le coordinateur commercial commande les emballages, assure leur bonne réception et gère le niveau de stock.
La gestion du stock des emballages doit permettre un suivi précis de l’état actuel du stock et de sa localisation, permettant d’éviter les risques de rupture mais également de sur stock.
Compétences requises
Maitrise des techniques de commercialisation
Capacité d'adaptation à l'évolution du contexte territorial
Maîtrise de coûts de conditionnement
Savoir-faire :
Capacité d’auto-formation
Capacité à analyser l’opportunité d’une commande
Capacité de médiation, concertation, négociation, capacité à convaincre
Capacité à élaborer et mettre en œuvre des méthodes et outils adaptés aux besoins
Savoir-être :
Autonomie
Force de proposition, esprit d’initiative, Réactivité
Aptitude à l’anticipation et la résolution de problèmes
Aptitude au travail en équipe
Dynamisme, Disponibilité
Polyvalence
Formations / Diplômes: Formation technico-commerciale appréciée
Expérience : L’expérience dans le secteur des fruits et légumes n’est pas considérée comme un critère discriminant. Pour autant, une expérience significative réussie sera appréciée.
Conditions d’embauche : immédiate, sur un contrat à 35h
Type d'emploi : Temps plein, CDI
Salaire : 21 000,00€ /an
Expérience:
coordinateur commercial H/F: 1 an (Souhaité)
Télétravail:
Non",0,Publiée à l'instant,an,1750.0,1750.0,1750.0,2020-05-20,1,1,0,0,0,0,0,0,0,1,Sisteron ,4.0
cdf677fd006cbe45,"[""commercial""]",Manager des Ventes (F/H) - Paris/IDF,Sephora,3.9,Paris (75),,"Rémunération fixe + variable attractif – Mutuelle, Participation et Intéressement et autres avantages société.
On est sérieux, sans se prendre au sérieux.",1,,"Chez Sephora, « beauté » rime avec « créativité » : Toujours à l’affût des nouveautés, dénicheurs de tendances, nous débordons d'énergie et fourmillons d’idées pour proposer à nos clients une sélection Beauté exceptionnelle.

Chez Sephora, « apprendre » rime avec « fun » : Nous cultivons la curiosité, l’innovation, l’anticonformisme et la liberté d’expérimenter.
On est sérieux, sans se prendre au sérieux. Notre passion, notre sens du détail, notre attention aux autres et à ce qui nous entoure nourrissent notre vision non conventionnelle du monde. Une vision colorée, joyeuse, généreuse. C’est cette attitude audacieuse qui exprime notre différence.

Notre passion du métier, notre sens du service client et notre volonté permanente d’atteindre l’Excellence, sont les moteurs de notre quotidien.

Votre mission :

Leader de votre Axe (Parfum, Soin, Maquillage, Caisse, Exploitation), vous organisez et planifiez l’activité de votre équipe en animant les leviers de croissance associés au plan de développement commercial et humain de votre périmètre de responsabilité.
Passionné(e) par le commerce et doté(e) de compétences managériales reconnues, vous motivez votre équipe de Conseiller(ère)s de vente autour d’objectifs communs dans le but de satisfaire et enthousiasmer nos clients.
Vous développez votre connaissance des produits et services Sephora et transmettez votre savoir à votre équipe pour relever les challenges commerciaux de votre axe et plus généralement, de ceux du magasin.

Profil :

Vous justifiez impérativement d’une première expérience managériale réussie dans un univers professionnel porté par le sens du service client.
Orienté(e) résultats, réussite collective, vous êtes doté(e) d’une belle gymnastique intellectuelle, êtes réactif(ve) et force de propositions. Vous êtes exigeant(e) et faites preuve d’agilité dans un monde en perpétuel mouvement.

Rémunération fixe + variable attractif – Mutuelle, Participation et Intéressement et autres avantages société

Filiale du groupe LVMH, Sephora c’est :
17 000 références
6 millions de visiteurs annuels dans notre flagship des Champs Elysées
plus de 300 magasins en France et près de 2000 points de vente dans le monde
27 000 collaborateurs dont 4500 en France",4152,Aujourd'hui,,,,,2020-05-20,1,0,0,0,0,0,0,0,0,0,Paris ,75.0
e84d21a438d13dd9,"[""commercial""]",Assistant commercial H/F,ALLIANCE ENERGIES,0.0,Erstein (67),1 700 € par mois,"Dans le cadre de notre développement nous cherchons à pourvoir un poste sur Erstein :
Renseigner les clients par téléphone et par e-mail - Prendre et saisir des…",1,"Temps plein, CDI","Dans le cadre de notre développement nous cherchons à pourvoir un poste sur Erstein :
Assistant commercial / Assistante commerciale
Renseigner les clients par téléphone et par e-mail - Prendre et saisir des commandes -Organiser des plannings - Contrôler des livraisons et de la facturation - Effectuer des devis et relancer les clients - Relancer les impayés - Organiser le classement et l'archivage des documents - Mettre à jour et animer le site web (Facebook ….)
Motivé(e), avec un bon état d’esprit, bous avez envie de rejoindre un groupe dynamique. Vous avez l’expérience de l’accueil client et de la planification des commandes.
Poste à pouvoir rapidement
Postulez : Envoyez-nous votre candidature, CV et lettre de motivation par mail UNIQUEMENT
Type d'emploi : Temps plein - 35 h
Type d'emploi : Temps plein, CDI
Avantages :
13ème mois
Type d'emploi : Temps plein, CDI
Salaire : 1 700,00€ /mois
Expérience:
assistant commercial H/F: 2 ans (Souhaité)
Formation:
Bac +2 (BTS, DUT, DEUG) (Souhaité)
Lieu:
Erstein (67) (Souhaité)
Télétravail:
Non",0,il y a 8 jours,mois,1700.0,1700.0,1700.0,2020-05-12,1,1,0,0,0,0,0,0,0,1,Erstein ,67.0
5a52b17bb9921bd3,"[""commercial""]",Technico-commercial international F/H,LE MOUTON A 5 PATTES,0.0,Villefranche-sur-Saône (69),,"Vous avez un rôle de conseiller auprès des clients internationaux de l'industrie des boissons, du verre ou de l'électroménager ;",1,CDI,"MISSIONS :
Vous avez un rôle de conseiller auprès des clients internationaux de l'industrie des boissons, du verre ou de l'électroménager ;
Vous aimez travailler en équipe pour trouver des solutions personnalisées et adaptées aux besoins de vos clients ;
Vous élaborez des offres pour des projets internationaux et négociez des contrats dans le but d'établir des relations durables avec les clients ;
Vous assurez la veille du marché et adaptez votre stratégie à ces évolutions afin de conquérir de nouveaux clients.
Vous participez à des salons internationaux plusieurs fois par an.
Le poste est basé à Villefranche Sur Saône (69) avec des déplacements réguliers à l'international (75% de votre temps de travail en déplacement).

Profil recherché PROFIL :
Voici les 5 pattes que nous recherchons sur ce poste :
Formation bac +4 à bac +5, type ingénieur ou école de commerce ;
Expérience professionnelle d'au moins 2 ans dans la vente internationale de biens d'équipements complexes ;
Vous souhaitez vous épanouir sur un poste autonome et lié à la technicité ;
Vous aimez l'itinérance comme le relationnel client ;
Anglais courant.
Poste en CDI, basé à Villefranche Sur Saône (69), rémunération selon le profil.

Vous pensez être le mouton à 5 pattes que nous recherchons !

Alors n'hésitez pas et postulez !
Entreprise Le mouton à 5 pattes, cabinet de recrutement, recherche pour son client, fournisseur de systèmes automatisés, un(e) Technico-commercial(e) H/F déplacements internationaux, en CDI.",0,Aujourd'hui,,,,,2020-05-20,1,0,0,0,0,0,0,0,0,1,Villefranche-sur-Saône ,69.0
cba696637a7b630e,"[""commercial""]",Promoteur des ventes H/F,Amazone SA Forbach,0.0,Forbach (57),2 500 € par mois,"Vous définissez les mesures de promotion et de soutien des ventes conjointement avec nos équipes commerciales (France + export), et vous les mettez en oeuvre.",1,"Temps plein, CDI","vous définissez les mesures de promotion et de soutien des ventes conjointement avec nos équipes commerciales (France + export), et vous les mettez en oeuvre
vous préparez et diffusez des informations à nos clients
vous réalisez des études de marché et des comparatifs produits
vous contribuez à la réalisation des documents de promotion (prospectus, visuels, …)
vous êtes également responsable de la planification, de l’organisation et de la réalisation des formations commerciales
vous accompagnez certaines actions terrain comme des démonstrations ou des salons professionnels
Type d'emploi : Temps plein, CDI
Salaire : 2 500,00€ /mois
Formation:
Bac +2 (BTS, DUT, DEUG) (Souhaité)
Certificats et autres accréditations:
Permis EB (Souhaité)
Langue:
Anglais (Requis)
Allemand (Requis)
Télétravail:
Temporairement en raison du COVID-19",0,il y a 1 jour,mois,2500.0,2500.0,2500.0,2020-05-19,1,1,0,0,0,0,0,0,0,1,Forbach ,57.0
cfbdfea1293c6b3b,"[""commercial""]",Consultant commercial H/F,CONNECTT,3.6,Metz (57),1 700 € - 1 900 € par mois,"Votre rémunération n’est pas plafonnée : le variable peut facilement doubler votre salaire fixe.
Ce poste est à pourvoir dans l’immédiat, nous proposons une…",1,"Temps plein, CDI","CONSULTANT - H/F
Agence Travail Temporaire - METZ
Notre Entreprise :
Le groupe CONNECTT spécialisé dans le recrutement (CDD/ CDI et Intérim) recherche pour l’une de ses agences , située à Nantes un Commercial Agence (H/F).
Votre Opportunité :
Vous rencontrez des directions opérationnelles ou RH sur des problématiques de recrutement. Vous mettez en place un accompagnement et un profil de poste à pourvoir afin de trouver le candidat idéal ! Votre rémunération n’est pas plafonnée : le variable peut facilement doubler votre salaire fixe. Nous avons une stratégie commerciale très forte et pragmatique. Vous serez formé tout au long de l’année afin que vos faiblesses deviennent des forces.
Les missions :
Sous la direction de la Responsable d’Agence, vous serez garant du développement de votre chiffre d’affaires et de votre portefeuille clients.
Nous sommes à la recherche d’une personne polyvalente qui saura à la fois créer et entretenir une relation commerciale avec les clients et développer un vivier de candidats.
Afin de créer, faire grandir et fidéliser votre portefeuille clients, vous devrez prospecter les entreprises qui évoluent dans votre secteur. Vous serez amené à les conseiller et les accompagner sur leurs problématiques de recrutement.
Vous devrez utiliser les outils nécessaires qui seront mis à votre disposition afin de réaliser le recrutement : publication d’annonces, entretiens, validation et proposition des candidats aux clients.
De plus, votre rigueur vous permettra d’effectuer toutes les tâches administratives en lien avec votre activité (effectuer les contrats, constituer les dossiers d’inscription candidats, etc.).
Chez Connectt, l’évolution des collaborateurs est un élément essentiel. Nous mettons tout en place (formations / outils) pour que vous puissiez mener à bien vos missions et ce dans les meilleures conditions. En constante évolution, nous souhaitons intégrer des collaborateurs motivés avec la volonté de s’investir pleinement dans notre projet.
Le poste !
Ce poste est à pourvoir dans l’immédiat, nous proposons une rémunération attractive entre 1700€ et 1900 € brut/mois négociable selon le profil en salaire fixe + variable sur marge Intérim, Placement et primes bonus sur objectif mensuel défini.
Les avantages :
- Ticket restaurant
- Téléphone portable
- Mutuelle
Vous justifiez d’une expérience significative sur un poste similaire ? Vous êtes une personne motivée par les challenges? Vous souhaitez intégrer une entreprise à taille humaine qui saura valoriser votre travail et vous faire grandir au niveau des compétences ? Si oui ce poste est fait pour vous. N’hésitez pas, postulez et rejoignez une équipe dynamique qui n’attend que vous.
Avantages :
Titre-restaurant / Panier
Type d'emploi : Temps plein, CDI
Salaire : 1 700,00€ à 1 900,00€ /mois
Expérience:
consultant commercial: 1 an (Requis)
Télétravail:
Oui",9,il y a 28 jours,mois,1700.0,1900.0,1800.0,2020-04-22,1,1,0,0,0,0,0,0,0,1,Metz ,57.0
1a91839f2055a318,"[""commercial""]",delegué commercial,Handicom,0.0,Nîmes (30),2 500 € - 6 000 € par mois,Vous pérennisez et développez le portefeuille clients et prospects existant des collectivités /TPE/ PME / PMI/ et ADMINISTRATIONS de votre secteur.,1,"Temps plein, CDI","Vous avez une sensibilité commerciale et sociale. Vous souhaitez vous épanouir dans votre métier ?
Depuis plus de 16 ans, Handicom Entreprise Adaptée produits et représente des Esats et des Entreprises Adaptées du sud de la France, nous développons des gammes sur le marché de l'hygiène, de la papeterie, de l’imprimerie, et des objets publicitaires . Nous recrutons en CDI, pour notre développement commercial :
Conseiller Commercial B to B H/F.
Vos missions :
Dans une structure à taille humaine rattaché directement au directeur général vous :
- Vous pérennisez et développez le portefeuille clients et prospects existant des collectivités /TPE/ PME / PMI/ et ADMINISTRATIONS de votre secteur.
- Vous êtes l'interlocuteur(trice) privilégié(e) de vos clients que vous conseillez et accompagnez dans un souci constant de qualité de service et en accord avec la politique commerciale et sociale en vigueur.
-Interlocuteur privilégié de vos clients partenaires , sur le dossier Handicap
- vous résidez idéalement sur le secteur que vous exploitez.
rémunération: fort % des commandes + prime
Plusieurs postes sont à pourvoir dans les départements du grand sud.
Type d'emploi : Temps plein, CDI
Statut VRP Exclusif
Type d'emploi : Temps plein, CDI
Avantages :
Horaires flexibles
Type d'emploi : Temps plein, CDI
Salaire : 2 500,00€ à 6 000,00€ /mois
Expérience:
delegué commercial ou similaire: 3 ans (Souhaité)",0,il y a 2 jours,mois,2500.0,6000.0,4250.0,2020-05-18,1,1,0,0,0,0,0,0,0,1,Nîmes ,30.0
033662e91d594021,"[""commercial""]",Collaborateur commercial H/F,AXA TAVERDET BRUNO,0.0,Pont-Saint-Esprit (30),1 414 € - 2 303 € par mois,"Une rémunération attractive ( Salaire fixe + commissions de ventes).
Vous développez et gérez un portefeuille de clients en agence.",1,"Temps plein, CDI","Commercial vous êtes le véritable conseiller expert en assurances pour les particuliers et les professionnels.
Vous développez et gérez un portefeuille de clients en agence.
Vous organisez et conduisez la prospection.
Votre profil :
Formation commerciale avec une expérience terrain.
Esprit d'initiative et de conquête.
Grande aisance relationnelle.
Titulaire du permis B.
Notre offre :
Contrat en CDI.
Une rémunération attractive ( Salaire fixe + commissions de ventes).
Des possibilités d'évolution vers des postes de technicien produits.
Industrie : Assurance
Date de début prévue : 02/08/2020
Type d'emploi : Temps plein, CDI
Salaire : 1 414,00€ à 2 303,00€ /mois
Expérience:
COMMERCIAL : 1 an (Souhaité)",0,Publiée à l'instant,mois,1414.0,2303.0,1858.5,2020-05-20,1,1,0,0,0,0,0,0,0,1,Pont-Saint-Esprit ,30.0
